รหัส,คณะ/สาขา,มหาวิทยาลัย,สมัคร,รับ,ผ่าน,สูงสุด,ต่ำสุด,เฉลี่ย,SD
0001,คณะทันตแพทยศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,239,12,12,"26,421.5000","22,664.0000","23,321.5167","1,023.9541"
0002,คณะเภสัชศาสตร์ สาขาวิชาเภสัชกรรมอุตสาหการ,จุฬาลงกรณ์มหาวิทยาลัย,237,99,99,"21,312.0000","18,939.0000","19,846.8137",607.6049
0003,คณะเภสัชศาสตร์ สาขาวิชาการบริบาลทางเภสัชกรรม,จุฬาลงกรณ์มหาวิทยาลัย,192,93,93,"21,757.5000","18,799.0000","19,924.8172",672.0576
0004,คณะสัตวแพทยศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,350,80,80,"22,254.5000","20,120.0000","20,660.7385",446.3101
0005,คณะสหเวชศาสตร์ สาขาวิชาเทคนิคการแพทย์,จุฬาลงกรณ์มหาวิทยาลัย,409,111,111,"20,787.5000","18,508.8000","19,224.2286",458.8174
0006,คณะสหเวชศาสตร์ สาขาวิชากายภาพบำบัด,จุฬาลงกรณ์มหาวิทยาลัย,244,80,80,"21,109.5000","18,168.5000","18,898.9208",600.8786
0007,คณะสหเวชศาสตร์ สาขาวิชาโภชนาการและการกำหนดอาหาร,จุฬาลงกรณ์มหาวิทยาลัย,129,44,44,"21,774.8000","17,755.6000","18,762.9205",801.8012
0008,คณะสหเวชศาสตร์ สาขาวิชารังสีเทคนิค,จุฬาลงกรณ์มหาวิทยาลัย,134,26,26,"20,942.0000","19,401.0000","19,926.0423",460.5672
0009,คณะวิทยาศาสตร์การกีฬา,จุฬาลงกรณ์มหาวิทยาลัย,255,60,60,"20,045.0000","16,646.0000","17,480.9223",659.9031
0010,คณะวิทยาศาสตร์ สาขาวิชาคณิตศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,124,27,27,"20,047.5000","16,853.0000","17,546.8681",747.5168
0011,คณะวิทยาศาสตร์ สาขาวิชาวิทยาการคอมพิวเตอร์,จุฬาลงกรณ์มหาวิทยาลัย,205,54,54,"19,502.2000","16,568.0000","17,383.9352",640.6980
0012,คณะวิทยาศาสตร์ สาขาวิชาเคมี,จุฬาลงกรณ์มหาวิทยาลัย,270,94,94,"19,809.5000","15,891.9000","17,119.0989",726.8050
0013,คณะวิทยาศาสตร์ สาขาวิชาชีววิทยา,จุฬาลงกรณ์มหาวิทยาลัย,146,39,39,"19,307.9000","16,607.9000","17,496.0462",599.0368
0014,คณะวิทยาศาสตร์ สาขาวิชาสัตววิทยา,จุฬาลงกรณ์มหาวิทยาลัย,157,19,19,"17,815.5000","16,417.0000","16,820.1863",428.6883
0015,คณะวิทยาศาสตร์ สาขาวิชาฟิสิกส์,จุฬาลงกรณ์มหาวิทยาลัย,95,36,35,"20,998.5000","12,042.7000","16,661.5303","1,716.8415"
0016,คณะวิทยาศาสตร์ สาขาวิชาพฤกษศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,90,19,19,"18,952.5000","16,099.0000","16,850.9789",734.9454
0017,คณะวิทยาศาสตร์ สาขาวิชาพันธุศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,108,38,38,"17,845.9000","14,653.0000","15,783.8747",732.5805
0018,คณะวิทยาศาสตร์ สาขาวิชาเคมีวิศวกรรม,จุฬาลงกรณ์มหาวิทยาลัย,121,55,53,"19,473.0000","11,834.9000","16,831.7215","1,546.3258"
0019,คณะวิทยาศาสตร์ สาขาวิชาธรณีวิทยา,จุฬาลงกรณ์มหาวิทยาลัย,69,26,26,"18,329.0000","16,753.3000","17,494.0038",423.7327
0020,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์สิ่งแวดล้อม,จุฬาลงกรณ์มหาวิทยาลัย,182,39,39,"17,916.1000","15,968.9000","16,431.1410",407.1214
0021,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ทางทะเล,จุฬาลงกรณ์มหาวิทยาลัย,96,30,30,"17,622.0000","15,469.5000","16,270.0000",681.1282
0022,คณะวิทยาศาสตร์ สาขาวิชาชีวเคมี,จุฬาลงกรณ์มหาวิทยาลัย,42,12,12,"17,914.0000","16,182.1000","17,102.1667",545.5425
0023,คณะวิทยาศาสตร์ สาขาวิชาวัสดุศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,390,74,74,"17,626.5000","15,453.0000","16,026.0149",473.1318
0024,คณะวิทยาศาสตร์ สาขาวิชาจุลชีววิทยา,จุฬาลงกรณ์มหาวิทยาลัย,215,52,52,"19,022.8000","16,092.5000","16,897.4708",638.4968
0025,คณะวิทยาศาสตร์ สาขาวิชาเทคโนโลยีทางภาพและการพิมพ์,จุฬาลงกรณ์มหาวิทยาลัย,129,44,44,"18,066.6000","15,401.2000","16,382.0136",633.6660
0026,คณะวิทยาศาสตร์ สาขาวิชาเทคโนโลยีทางอาหาร,จุฬาลงกรณ์มหาวิทยาลัย,221,78,78,"19,218.5000","16,075.0000","17,253.0769",779.8429
0027,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,759,350,350,"24,608.5000","19,629.0000","20,860.8794",860.5804
0028,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมทรัพยากรธรณี,จุฬาลงกรณ์มหาวิทยาลัย,80,20,20,"20,426.4500","18,146.5000","19,061.4625",567.5416
0029,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมสำรวจ,จุฬาลงกรณ์มหาวิทยาลัย,113,35,35,"20,296.7500","18,110.0000","19,005.3726",528.4468
0030,คณะสถาปัตยกรรมศาสตร์ สาขาวิชาสถาปัตยกรรม,จุฬาลงกรณ์มหาวิทยาลัย,81,18,18,"23,125.0000","21,206.5000","21,771.2222",491.9597
0031,คณะสถาปัตยกรรมศาสตร์ สาขาวิชาการออกแบบอุตสาหกรรม,จุฬาลงกรณ์มหาวิทยาลัย,86,17,17,"21,497.0000","19,562.0000","20,216.3000",575.1194
0032,คณะสถาปัตยกรรมศาสตร์ สาขาวิชาภูมิสถาปัตยกรรม,จุฬาลงกรณ์มหาวิทยาลัย,85,24,24,"21,731.3000","19,931.5000","20,636.8250",484.1703
0033,คณะสถาปัตยกรรมศาสตร์ สาขาวิชาสถาปัตยกรรมภายใน,จุฬาลงกรณ์มหาวิทยาลัย,68,12,12,"23,264.5000","21,142.4000","22,125.1667",798.6246
0034,คณะสถาปัตยกรรมศาสตร์ สาขาวิชาสถาปัตยกรรมผังเมือง,จุฬาลงกรณ์มหาวิทยาลัย,99,30,30,"20,621.5000","18,021.9000","18,931.7013",617.7272
0035,คณะพาณิชยศาสตร์และการบัญชี หลักสูตรบัญชีบัณฑิต,จุฬาลงกรณ์มหาวิทยาลัย,355,50,50,"25,312.5000","21,932.0000","22,592.7612",707.4524
0036,คณะพาณิชยศาสตร์และการบัญชี หลักสูตรบริหารธุรกิจบัณฑิต,จุฬาลงกรณ์มหาวิทยาลัย,299,40,40,"24,336.0000","21,252.0000","21,722.7145",579.9150
0037,คณะพาณิชยศาสตร์และการบัญชี หลักสูตรสถิติศาสตรบัณฑิต สาขาวิชาสถิติ,จุฬาลงกรณ์มหาวิทยาลัย,104,10,10,"22,490.5000","21,016.0000","21,430.4300",435.9200
0038,คณะพาณิชยศาสตร์และการบัญชี หลักสูตรสถิติศาสตรบัณฑิต สาขาวิชาการประกันภัย,จุฬาลงกรณ์มหาวิทยาลัย,120,15,15,"24,435.7000","21,927.4000","22,549.0267",659.6604
0039,คณะพาณิชยศาสตร์และการบัญชี หลักสูตรสถิติศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศเพื่อธุรกิจ,จุฬาลงกรณ์มหาวิทยาลัย,149,30,30,"21,176.0000","20,242.0000","20,573.9167",268.9894
0040,คณะเศรษฐศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,427,61,61,"22,095.8400","20,549.5000","20,987.9295",357.7044
0041,คณะจิตวิทยา (รูปแบบที่ 1),จุฬาลงกรณ์มหาวิทยาลัย,300,50,50,"22,878.5000","19,854.0000","20,489.7228",728.9244
0042,คณะจิตวิทยา (รูปแบบที่ 2),จุฬาลงกรณ์มหาวิทยาลัย,201,50,50,"21,450.5000","18,199.0000","19,323.2020",818.0396
0043,คณะจิตวิทยา (รูปแบบที่ 3),จุฬาลงกรณ์มหาวิทยาลัย,154,25,25,"25,953.0000","22,947.0000","23,683.8000",764.2379
0044,คณะครุศาสตร์ สาขาวิชาการศึกษาปฐมวัย (รูปแบบที่ 1),จุฬาลงกรณ์มหาวิทยาลัย,103,20,20,"22,623.0000","20,033.0000","20,886.8150",684.7980
0045,คณะครุศาสตร์ สาขาวิชาประถมศึกษา (รูปแบบที่ 1),จุฬาลงกรณ์มหาวิทยาลัย,147,15,15,"22,384.0000","20,385.2000","21,185.2933",499.8618
0046,คณะครุศาสตร์ สาขาวิชาธุรกิจศึกษา (รูปแบบที่ 1),จุฬาลงกรณ์มหาวิทยาลัย,106,24,24,"21,925.3000","20,038.0000","20,879.2250",521.5386
0047,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาคณิตศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,110,111,24,"22,255.0000","19,410.0000","20,413.5958",668.5720
0048,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,171,0,44,"21,678.8000","19,460.9000","20,131.5486",499.4643
0049,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาฝรั่งเศส,จุฬาลงกรณ์มหาวิทยาลัย,33,0,5,"21,320.4000","19,507.4000","20,390.3200",673.4721
0050,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาเยอรมัน,จุฬาลงกรณ์มหาวิทยาลัย,13,0,3,"20,083.0000","19,480.4000","19,809.4000",305.0960
0051,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาญี่ปุ่น,จุฬาลงกรณ์มหาวิทยาลัย,44,0,7,"22,042.5000","19,496.4000","20,620.2571",828.3493
0052,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาจีน,จุฬาลงกรณ์มหาวิทยาลัย,69,0,15,"22,554.9000","19,518.0000","20,594.2933",909.0476
0054,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาบาลี,จุฬาลงกรณ์มหาวิทยาลัย,59,0,13,"22,994.0000","19,464.0000","20,548.2231","1,088.6808"
0055,คณะอักษรศาสตร์ สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ พื้นฐานวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,127,20,20,"21,135.0000","19,352.0000","20,165.2250",524.1521
0056,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ พื้นฐานวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,376,30,30,"22,954.0000","21,200.5000","21,669.9300",467.2066
0057,คณะรัฐศาสตร์ สาขาวิชาการปกครอง พื้นฐานศิลปศาสตร์ (รูปแบบที่ 1),จุฬาลงกรณ์มหาวิทยาลัย,311,64,64,"25,401.0000","22,549.3400","23,371.5263",642.0132
0058,คณะรัฐศาสตร์ สาขาวิชาสังคมวิทยาและมานุษยวิทยา พื้นฐานศิลปศาสตร์ (รูปแบบที่ 1),จุฬาลงกรณ์มหาวิทยาลัย,238,57,57,"23,963.0000","22,182.0000","22,823.0761",476.6752
0059,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาฝรั่งเศส,จุฬาลงกรณ์มหาวิทยาลัย,84,51,14,"24,901.5000","22,173.0000","23,282.8286",725.1635
0060,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาเยอรมัน,จุฬาลงกรณ์มหาวิทยาลัย,29,0,8,"24,888.0000","22,452.0000","23,193.4500",946.6905
0061,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาญี่ปุ่น,จุฬาลงกรณ์มหาวิทยาลัย,68,0,9,"26,023.5000","22,339.8000","24,019.0000","1,427.1979"
0062,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาจีน,จุฬาลงกรณ์มหาวิทยาลัย,59,0,8,"25,399.5000","22,266.3000","23,196.6375","1,033.8798"
0064,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาบาลี,จุฬาลงกรณ์มหาวิทยาลัย,60,0,12,"24,678.0000","22,270.8000","23,196.2500",787.0755
0065,คณะรัฐศาสตร์ สาขาวิชารัฐประศาสนศาสตร์ พื้นฐานวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,333,64,64,"21,873.0000","19,263.0000","19,869.9828",565.0514
0066,คณะนิติศาสตร์ พื้นฐานวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,454,115,115,"23,996.0000","19,778.0000","20,515.2070",736.1621
0067,คณะนิติศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาฝรั่งเศส,จุฬาลงกรณ์มหาวิทยาลัย,84,13,13,"22,921.5000","21,768.0000","22,162.1538",298.3864
0068,คณะนิติศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาเยอรมัน,จุฬาลงกรณ์มหาวิทยาลัย,34,14,14,"21,726.3000","19,700.4000","20,872.4743",690.8643
0069,คณะนิติศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาญี่ปุ่น,จุฬาลงกรณ์มหาวิทยาลัย,64,10,10,"22,464.0000","21,699.0000","21,977.3700",220.4552
0070,คณะนิติศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาจีน,จุฬาลงกรณ์มหาวิทยาลัย,85,15,15,"24,079.5000","21,411.0000","22,081.1600",684.6353
0071,คณะนิเทศศาสตร์ พื้นฐานวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,249,15,15,"22,612.0000","21,618.0000","22,015.5333",289.3779
0072,คณะนิเทศศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 1),จุฬาลงกรณ์มหาวิทยาลัย,241,15,15,"26,708.0000","24,488.0000","25,160.9333",668.7131
0073,คณะนิเทศศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาฝรั่งเศส,จุฬาลงกรณ์มหาวิทยาลัย,95,50,9,"23,688.0000","22,146.0000","22,591.9000",515.2302
0074,คณะนิเทศศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาเยอรมัน,จุฬาลงกรณ์มหาวิทยาลัย,38,0,9,"24,031.5000","22,162.8000","22,909.2000",739.0637
0075,คณะนิเทศศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาญี่ปุ่น,จุฬาลงกรณ์มหาวิทยาลัย,98,0,20,"24,216.0000","22,146.0000","22,879.6650",659.4592
0076,คณะนิเทศศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาจีน,จุฬาลงกรณ์มหาวิทยาลัย,89,0,13,"24,333.0000","22,252.8000","23,048.2846",690.9921
0077,คณะเกษตร สาขาวิชาวิทยาศาสตร์เกษตร วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,480,195,195,"16,747.6000","11,134.1000","12,949.2715","1,067.5141"
0078,คณะเกษตร สาขาวิชาการจัดการศัตรูพืชและสัตว์ วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,134,47,47,"15,558.0000","10,076.0000","12,212.8319","1,055.7089"
0079,คณะเกษตร สาขาวิชาเคมีการเกษตร วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,218,47,47,"17,123.0000","11,774.5000","13,062.2681","1,078.0526"
0080,คณะเกษตร สาขาวิชาคหกรรมศาสตร์ วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,139,46,46,"15,004.0000","12,246.9000","13,183.8152",793.4665
0081,คณะเกษตร สาขาวิชาอาหารและโภชนาการ วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,233,28,28,"18,098.3400","14,540.0000","15,253.7229",887.2080
0082,คณะเกษตร สาขาวิชาเกษตรเขตร้อน วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,84,21,21,"15,513.4000","12,144.2000","13,448.1000","1,068.3392"
0084,คณะเกษตร สาขาวิชาสัตวศาสตร์อุตสาหกรรม วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,111,24,24,"16,510.6000","13,682.6000","14,567.3408",755.0157
0085,คณะเทคนิคการสัตวแพทย์ สาขาวิชาเทคนิคการสัตวแพทย์,มหาวิทยาลัยเกษตรศาสตร์,248,40,40,"18,909.0000","16,965.0000","17,545.8075",476.0091
0086,คณะเทคนิคการสัตวแพทย์ สาขาวิชาการพยาบาลสัตว์,มหาวิทยาลัยเกษตรศาสตร์,288,40,40,"19,089.5000","16,424.5000","17,035.8250",567.1751
0087,คณะประมง,มหาวิทยาลัยเกษตรศาสตร์,710,330,330,"16,020.5000","10,036.1000","12,434.9930","1,202.8865"
0088,คณะบริหารธุรกิจ สาขาวิชาการเงิน,มหาวิทยาลัยเกษตรศาสตร์,443,60,60,"20,292.7000","18,419.0000","18,961.6330",392.0082
0089,คณะบริหารธุรกิจ สาขาวิชาการจัดการ,มหาวิทยาลัยเกษตรศาสตร์,611,85,85,"19,049.0000","17,257.9000","17,890.0588",409.1025
0090,คณะบริหารธุรกิจ สาขาวิชาการจัดการการผลิต,มหาวิทยาลัยเกษตรศาสตร์,267,60,60,"19,281.6000","16,971.8400","17,592.7040",437.5134
0091,คณะบริหารธุรกิจ สาขาวิชาการตลาด,มหาวิทยาลัยเกษตรศาสตร์,494,65,65,"20,259.9000","17,613.7000","18,318.7615",563.1732
0092,คณะบริหารธุรกิจ สาขาวิชาบัญชี,มหาวิทยาลัยเกษตรศาสตร์,952,140,140,"21,604.0000","19,474.0000","19,956.2347",359.8171
0093,คณะบริหารธุรกิจ สาขาวิชาบัญชี ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,474,120,120,"19,659.5000","18,218.0000","18,790.1363",348.7828
0094,คณะมนุษยศาสตร์ สาขาวิชาปรัชญาและศาสนา,มหาวิทยาลัยเกษตรศาสตร์,85,25,25,"20,257.5000","17,210.5000","18,813.5736",733.9811
0095,คณะมนุษยศาสตร์ สาขาวิชาภาษาอังกฤษ,มหาวิทยาลัยเกษตรศาสตร์,266,40,40,"25,223.0000","22,594.5000","23,504.1460",707.6671
0096,คณะมนุษยศาสตร์ สาขาวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,71,30,22,"20,130.3000","14,654.4000","18,122.7682","1,309.2763"
0097,คณะมนุษยศาสตร์ สาขาวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,12,25,2,"18,880.5000","15,600.6000","17,240.5500","2,319.2395"
0098,คณะมนุษยศาสตร์ สาขาวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,128,25,25,"23,175.0000","21,297.3000","21,898.7160",433.1595
0099,คณะมนุษยศาสตร์ สาขาวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,249,25,25,"22,812.6000","19,734.0000","20,507.1480",813.2065
0100,คณะมนุษยศาสตร์ สาขาวิชาภาษาไทย,มหาวิทยาลัยเกษตรศาสตร์,218,30,30,"21,483.0000","19,502.0000","20,067.4000",452.8912
0101,คณะมนุษยศาสตร์ สาขาวิชาวรรณคดี กลุ่มวรรณคดีไทย,มหาวิทยาลัยเกษตรศาสตร์,102,20,20,"21,123.0000","18,523.0000","19,694.8750",751.2900
0102,คณะมนุษยศาสตร์ สาขาวิชาวรรณคดี กลุ่มวรรณคดีอังกฤษ,มหาวิทยาลัยเกษตรศาสตร์,81,25,25,"23,117.0000","20,814.5000","21,453.8400",626.8316
0103,คณะมนุษยศาสตร์ สาขาวิชานวัตกรรมการท่องเที่ยว รูปแบบที่ 1,มหาวิทยาลัยเกษตรศาสตร์,516,25,25,"24,442.5000","20,570.0000","21,448.1800",906.5484
0104,คณะมนุษยศาสตร์ สาขาวิชานวัตกรรมการท่องเที่ยว รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,28,25,6,"21,354.0000","18,814.2000","19,782.2167","1,193.7007"
0105,คณะมนุษยศาสตร์ สาขาวิชานวัตกรรมการท่องเที่ยว รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,8,0,3,"20,348.0000","19,364.5000","19,924.6333",505.8131
0106,คณะมนุษยศาสตร์ สาขาวิชานวัตกรรมการท่องเที่ยว รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,35,0,8,"21,434.0000","18,954.5000","19,835.8500",738.0768
0107,คณะมนุษยศาสตร์ สาขาวิชานวัตกรรมการท่องเที่ยว รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,30,0,8,"20,469.0000","18,827.5000","19,412.6125",605.5825
0108,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน,มหาวิทยาลัยเกษตรศาสตร์,228,15,15,"19,571.0000","18,211.0000","18,626.0400",386.8020
0109,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 1,มหาวิทยาลัยเกษตรศาสตร์,159,15,15,"22,729.0000","21,455.0000","21,850.0747",351.1275
0110,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,49,15,1,"19,513.5000","19,513.5000","19,513.5000",0.0000
0112,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,48,0,4,"20,379.0000","19,042.5000","19,489.3500",604.8760
0113,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,69,0,7,"20,657.4000","19,124.4000","19,584.0000",527.2295
0115,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยเกษตรศาสตร์,37,0,3,"19,915.5000","19,278.0000","19,520.5000",345.0272
0116,คณะมนุษยศาสตร์ สาขาวิชาภาษาอังกฤษ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,273,100,100,"23,072.5000","20,261.0000","21,160.9350",592.0549
0117,คณะมนุษยศาสตร์ สาขาวิชาภาษาตะวันออก กลุ่มวิชาภาษาจีนธุรกิจ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,244,100,100,"22,185.5000","18,906.0000","20,009.1850",780.3221
0118,คณะวนศาสตร์ สาขาวิชาวนศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,436,130,130,"17,576.3000","12,842.8000","13,767.3569",793.8016
0119,คณะวนศาสตร์ สาขาวิชาเทคโนโลยีผลิตภัณฑ์ไม้และกระดาษ,มหาวิทยาลัยเกษตรศาสตร์,101,30,30,"14,011.0000","11,885.8000","12,857.8900",640.5550
0120,คณะวิทยาศาสตร์ สาขาวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,143,35,35,"17,261.4000","13,656.6000","14,749.0086",828.6714
0121,คณะวิทยาศาสตร์ สาขาวิชาเคมี,มหาวิทยาลัยเกษตรศาสตร์,229,60,60,"17,600.5000","14,402.1000","15,398.7017",695.9556
0122,คณะวิทยาศาสตร์ สาขาวิชาเคมีอุตสาหกรรม,มหาวิทยาลัยเกษตรศาสตร์,72,25,25,"16,978.8000","12,858.0000","14,388.8360","1,097.7041"
0123,คณะวิทยาศาสตร์ สาขาวิชาชีววิทยา,มหาวิทยาลัยเกษตรศาสตร์,199,40,40,"18,226.0000","14,723.7000","15,528.1300",631.4341
0124,คณะวิทยาศาสตร์ สาขาวิชาสัตววิทยา,มหาวิทยาลัยเกษตรศาสตร์,115,40,40,"15,705.5000","11,933.8000","13,991.3875",831.9575
0125,คณะวิทยาศาสตร์ สาขาวิชาพฤกษศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,181,35,35,"15,916.5000","12,932.2000","13,919.7909",818.9697
0126,คณะวิทยาศาสตร์ สาขาวิชาพันธุศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,170,60,58,"17,941.0000","9,629.1000","13,509.8500","1,285.9824"
0127,คณะวิทยาศาสตร์ สาขาวิชาจุลชีววิทยา,มหาวิทยาลัยเกษตรศาสตร์,227,55,55,"16,765.4000","13,566.0000","14,861.0800",731.8634
0128,คณะวิทยาศาสตร์ สาขาวิชาชีวเคมี,มหาวิทยาลัยเกษตรศาสตร์,143,40,40,"18,254.5000","13,697.4000","15,089.9100",892.8178
0129,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพรังสี,มหาวิทยาลัยเกษตรศาสตร์,152,50,50,"15,857.1000","13,084.1000","14,261.5580",737.4883
0130,คณะวิทยาศาสตร์ สาขาวิชาฟิสิกส์,มหาวิทยาลัยเกษตรศาสตร์,132,45,39,"16,774.8000","11,052.1000","13,623.8421","1,360.0880"
0131,คณะวิทยาศาสตร์ สาขาวิชาวิทยาการคอมพิวเตอร์,มหาวิทยาลัยเกษตรศาสตร์,288,60,60,"17,480.0000","14,408.4000","15,362.9067",694.0311
0132,คณะวิทยาศาสตร์ สาขาวิชาสถิติ,มหาวิทยาลัยเกษตรศาสตร์,148,50,50,"16,123.5000","13,122.1000","14,358.8140",795.0773
0133,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์พื้นพิภพ,มหาวิทยาลัยเกษตรศาสตร์,113,40,40,"16,444.0000","14,039.0000","15,016.5375",675.4395
0134,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์นิวเคลียร์,มหาวิทยาลัยเกษตรศาสตร์,127,40,37,"17,238.4000","10,575.4000","13,474.6270","1,451.8550"
0135,คณะวิทยาศาสตร์ สาขาวิชาวิทยาการคอมพิวเตอร์ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,129,40,40,"15,306.2000","12,382.2000","13,367.8250",689.1184
0136,คณะวิทยาศาสตร์ สาขาวิชาสถิติ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,67,20,18,"15,027.7000","10,164.9000","12,967.3778","1,184.4971"
