รหัส,คณะ/สาขา,มหาวิทยาลัย,สมัคร,รับ,ผ่าน,สูงสุด,ต่ำสุด,เฉลี่ย,SD
0974,คณะรัฐศาสตร์ สาขาบริหารรัฐกิจ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยธรรมศาสตร์,36,0,7,"20,523.0000","18,885.0000","19,417.4143",640.1953
0975,คณะรัฐศาสตร์ สาขาบริหารรัฐกิจ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,36,0,10,"20,632.5000","18,911.1000","19,638.0000",552.5692
0976,คณะรัฐศาสตร์ สาขาบริหารรัฐกิจ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,55,0,13,"21,352.5000","18,841.5000","19,719.7846",694.6495
0978,คณะเศรษฐศาสตร์,มหาวิทยาลัยธรรมศาสตร์,573,150,150,"21,247.0000","18,647.0000","19,365.4663",528.2755
0979,คณะสังคมสงเคราะห์ศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,426,120,120,"23,103.0000","19,353.5000","20,564.2960",824.3909
0980,คณะสังคมสงเคราะห์ศาสตร์ มธ. ศูนย์ลำปาง พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,181,140,109,"19,806.0000","9,025.5000","16,260.3624","2,264.7564"
0981,"คณะศิลปศาสตร์ สาขาวิชาจิตวิทยา, ภาษาศาสตร์, ภาษาและวรรณคดีอังกฤษ, ภาษาจีน, ภาษาญี่ปุ่น พื้นฐานวิทยาศาสตร์",มหาวิทยาลัยธรรมศาสตร์,74,120,4,"21,048.0000","20,003.0000","20,411.3350",461.0905
0982,"คณะศิลปศาสตร์ สาขาวิชาจิตวิทยา, ภาษาศาสตร์, ภาษาและวรรณคดีอังกฤษ, ภาษาจีน, ภาษาญี่ปุ่น พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส",มหาวิทยาลัยธรรมศาสตร์,77,0,13,"23,142.0000","20,055.0000","20,876.0308",876.5928
0984,"คณะศิลปศาสตร์ สาขาวิชาจิตวิทยา, ภาษาศาสตร์, ภาษาและวรรณคดีอังกฤษ, ภาษาจีน พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น",มหาวิทยาลัยธรรมศาสตร์,75,0,12,"23,656.5000","20,117.7000","21,309.2450","1,098.7341"
0985,"คณะศิลปศาสตร์ สาขาวิชาจิตวิทยา, ภาษาศาสตร์, ภาษาและวรรณคดีอังกฤษ, ภาษาจีน, ภาษาญี่ปุ่น พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน",มหาวิทยาลัยธรรมศาสตร์,195,0,60,"24,747.0000","20,016.0000","21,110.4150",889.5806
0986,"คณะศิลปศาสตร์ สาขาวิชาจิตวิทยา, ภาษาศาสตร์, ภาษาและวรรณคดีอังกฤษ, ภาษาจีน, ภาษาญี่ปุ่น พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาอาหรับ",มหาวิทยาลัยธรรมศาสตร์,2,0,1,"21,782.7000","21,782.7000","21,782.7000",0.0000
0987,"คณะศิลปศาสตร์ สาขาวิชาจิตวิทยา, ภาษาศาสตร์, ภาษาและวรรณคดีอังกฤษ, ภาษาจีน, ภาษาญี่ปุ่น พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี",มหาวิทยาลัยธรรมศาสตร์,140,0,30,"22,656.0000","20,029.5000","20,844.5300",696.4871
0988,คณะศิลปศาสตร์ สาขาวิชาภาษาอังกฤษ พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,229,70,70,"25,477.5000","23,229.5000","23,941.5191",585.6727
0989,คณะศิลปศาสตร์ สาขาวิชาภูมิศาสตร์ พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,123,40,40,"18,643.0000","16,292.2000","17,225.7500",676.6495
0990,คณะศิลปศาสตร์ สาขาวิชาจิตวิทยา พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,299,40,40,"23,569.0000","18,609.3000","19,671.5975","1,162.2855"
0991,คณะศิลปศาสตร์ สาขาวิชาจิตวิทยา,มหาวิทยาลัยธรรมศาสตร์,302,35,35,"18,606.0000","17,084.0000","17,572.3297",380.0356
0992,คณะศิลปศาสตร์ สาขาวิชาบรรณารักษศาสตร์และสารสนเทศศาสตร์ พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,20,30,4,"19,094.5000","18,530.0000","18,792.0250",255.7590
0993,คณะศิลปศาสตร์ สาขาวิชาบรรณารักษศาสตร์และสารสนเทศศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยธรรมศาสตร์,25,0,6,"18,664.5000","17,692.5000","18,108.3000",435.4225
0995,คณะศิลปศาสตร์ สาขาวิชาบรรณารักษศาสตร์และสารสนเทศศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,23,0,4,"19,557.0000","17,952.0000","18,644.7000",727.4886
0996,คณะศิลปศาสตร์ สาขาวิชาบรรณารักษศาสตร์และสารสนเทศศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,27,0,9,"20,375.7000","17,723.1000","18,815.0000",902.9029
0998,คณะศิลปศาสตร์ สาขาวิชาบรรณารักษศาสตร์และสารสนเทศศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยธรรมศาสตร์,43,0,7,"20,298.0000","17,691.0000","18,726.7286",939.1605
0999,คณะศิลปศาสตร์ สาขาวิชาประวัติศาสตร์ พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,23,30,2,"18,307.0000","17,741.0000","18,024.0000",400.2224
1000,คณะศิลปศาสตร์ สาขาวิชาประวัติศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยธรรมศาสตร์,31,0,8,"19,436.1000","17,878.2000","18,761.7000",528.7452
1001,คณะศิลปศาสตร์ สาขาวิชาประวัติศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยธรรมศาสตร์,8,0,2,"18,573.0000","18,084.0000","18,328.5000",345.7752
1002,คณะศิลปศาสตร์ สาขาวิชาประวัติศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,28,0,7,"20,746.5000","17,757.0000","19,250.2714",965.9454
1003,คณะศิลปศาสตร์ สาขาวิชาประวัติศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,22,0,6,"18,502.5000","17,964.3000","18,280.2000",191.2681
1005,คณะศิลปศาสตร์ สาขาวิชาประวัติศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยธรรมศาสตร์,24,0,5,"20,305.5000","17,763.8400","18,703.7880",981.7918
1006,คณะศิลปศาสตร์ สาขาวิชาปรัชญา พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,20,25,5,"20,344.0000","17,836.0000","18,608.0200","1,017.2012"
1007,คณะศิลปศาสตร์ สาขาวิชาปรัชญา พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยธรรมศาสตร์,18,0,6,"19,645.5000","17,559.3000","18,663.7500",854.5354
1008,คณะศิลปศาสตร์ สาขาวิชาปรัชญา พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยธรรมศาสตร์,5,0,1,"17,625.0000","17,625.0000","17,625.0000",0.0000
1009,คณะศิลปศาสตร์ สาขาวิชาปรัชญา พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,14,0,5,"18,597.0000","17,820.0000","18,215.0400",351.7276
1010,คณะศิลปศาสตร์ สาขาวิชาปรัชญา พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,15,0,6,"19,263.6000","17,124.0000","18,236.6000",931.2147
1012,คณะศิลปศาสตร์ สาขาวิชาปรัชญา พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยธรรมศาสตร์,15,0,2,"17,805.9000","17,467.5000","17,636.7000",239.2849
1013,คณะศิลปศาสตร์ สาขาวิชาภาษาไทย พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,34,31,2,"19,489.0000","18,508.0000","18,998.5000",693.6718
1014,คณะศิลปศาสตร์ สาขาวิชาภาษาไทย พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยธรรมศาสตร์,29,0,4,"19,281.0000","18,856.8000","19,046.7000",189.3926
1015,คณะศิลปศาสตร์ สาขาวิชาภาษาไทย พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยธรรมศาสตร์,10,0,3,"20,223.3000","18,459.0000","19,318.1000",883.0530
1016,คณะศิลปศาสตร์ สาขาวิชาภาษาไทย พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,24,0,5,"21,108.0000","18,508.5000","19,332.6000","1,061.7657"
1017,คณะศิลปศาสตร์ สาขาวิชาภาษาไทย พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,32,0,5,"19,183.5000","18,198.0000","18,720.4800",446.4157
1019,คณะศิลปศาสตร์ สาขาวิชาภาษาไทย พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยธรรมศาสตร์,54,0,12,"21,576.0000","18,213.0000","18,949.4250",933.6169
1021,คณะศิลปศาสตร์ สาขาวิชาภาษารัสเซีย พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยธรรมศาสตร์,28,0,6,"22,338.0000","19,161.6000","20,104.4500","1,187.8486"
1022,คณะศิลปศาสตร์ สาขาวิชาภาษารัสเซีย พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยธรรมศาสตร์,7,0,1,"19,062.6000","19,062.6000","19,062.6000",0.0000
1023,คณะศิลปศาสตร์ สาขาวิชาภาษารัสเซีย พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,17,0,3,"21,384.0000","19,327.5000","20,301.0000","1,032.6136"
1024,คณะศิลปศาสตร์ สาขาวิชาภาษารัสเซีย พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,20,0,4,"21,739.5000","19,668.0000","20,418.5250",981.3312
1026,คณะศิลปศาสตร์ สาขาวิชาภาษารัสเซีย พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยธรรมศาสตร์,55,0,11,"21,729.0000","19,104.0000","20,010.6545",774.0731
1027,คณะศิลปศาสตร์ สาขาวิชาภาษาญี่ปุ่น พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,58,25,25,"24,883.5000","22,038.9000","23,068.1040",797.0421
1028,คณะศิลปศาสตร์ สาขาวิชาภาษาเยอรมัน พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยธรรมศาสตร์,66,20,20,"23,391.0000","17,743.5000","19,588.5000","1,744.3714"
1029,คณะศิลปศาสตร์ สาขาวิชาภาษาฝรั่งเศส พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,6,28,1,"20,837.0000","20,837.0000","20,837.0000",0.0000
1030,คณะศิลปศาสตร์ สาขาวิชาภาษาฝรั่งเศส พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยธรรมศาสตร์,82,0,24,"22,569.9000","20,401.5000","21,180.5250",595.5913
1033,คณะศิลปศาสตร์ สาขาวิชาภาษาฝรั่งเศส พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,7,0,1,"21,883.5000","21,883.5000","21,883.5000",0.0000
1035,คณะศิลปศาสตร์ สาขาวิชาภาษาฝรั่งเศส พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยธรรมศาสตร์,18,0,2,"20,764.5000","20,722.2000","20,743.3500",29.9106
1036,คณะศิลปศาสตร์ สาขาวิชาภาษาและวรรณคดีอังกฤษ พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,138,30,30,"26,359.0000","21,742.0000","22,579.0333",934.2240
1037,คณะศิลปศาสตร์ สาขาวิชาภาษาศาสตร์ พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,8,20,2,"21,058.0000","19,613.2000","20,335.6000","1,021.6279"
1038,คณะศิลปศาสตร์ สาขาวิชาภาษาศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยธรรมศาสตร์,24,0,5,"21,717.6000","19,593.3000","20,326.7400",855.8850
1039,คณะศิลปศาสตร์ สาขาวิชาภาษาศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยธรรมศาสตร์,10,0,1,"19,837.5000","19,837.5000","19,837.5000",0.0000
1040,คณะศิลปศาสตร์ สาขาวิชาภาษาศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,27,0,6,"22,504.5000","19,707.9000","21,257.9000","1,039.0575"
1041,คณะศิลปศาสตร์ สาขาวิชาภาษาศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,39,0,5,"21,772.5000","19,771.5000","20,662.9200",915.5574
1043,คณะศิลปศาสตร์ สาขาวิชาภาษาศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยธรรมศาสตร์,19,0,1,"22,225.5000","22,225.5000","22,225.5000",0.0000
1044,คณะวารสารศาสตร์และสื่อสารมวลชน พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,358,60,60,"21,033.0000","18,886.5000","19,636.6717",534.7634
1045,คณะวารสารศาสตร์และสื่อสารมวลชน พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,427,60,60,"25,417.0000","22,386.0000","23,281.0333",666.7994
1046,คณะวารสารศาสตร์และสื่อสารมวลชน พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยธรรมศาสตร์,174,130,44,"22,092.0000","19,553.7000","20,539.0227",742.5850
1047,คณะวารสารศาสตร์และสื่อสารมวลชน พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยธรรมศาสตร์,60,0,7,"21,999.0000","19,667.7000","20,391.9429",818.6486
1048,คณะวารสารศาสตร์และสื่อสารมวลชน พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,142,0,44,"23,832.0000","19,651.5000","20,843.3850",875.4269
1049,คณะวารสารศาสตร์และสื่อสารมวลชน พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,161,0,35,"24,286.5000","19,638.0000","20,775.7371",978.7879
1050,คณะสังคมวิทยาและมานุษยวิทยา พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,215,50,50,"18,596.0000","16,957.3000","17,486.9840",428.3169
1051,คณะสังคมวิทยาและมานุษยวิทยา พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยธรรมศาสตร์,100,50,14,"19,888.5000","18,085.5000","18,583.9286",579.3916
1052,คณะสังคมวิทยาและมานุษยวิทยา พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยธรรมศาสตร์,37,0,1,"18,124.5000","18,124.5000","18,124.5000",0.0000
1053,คณะสังคมวิทยาและมานุษยวิทยา พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,72,0,15,"19,178.7000","18,080.1000","18,449.0400",291.2892
1054,คณะสังคมวิทยาและมานุษยวิทยา พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,115,0,20,"19,947.6000","18,047.4000","18,681.5100",562.4281
1056,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาวิทยาศาสตร์สิ่งแวดล้อม,มหาวิทยาลัยธรรมศาสตร์,201,55,55,"16,316.0000","13,662.9000","14,461.2400",593.9684
1057,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาเทคโนโลยีเพื่อการพัฒนายั่งยืน,มหาวิทยาลัยธรรมศาสตร์,85,45,44,"15,212.5000","9,556.6600","13,036.4877","1,091.8760"
1058,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาเทคโนโลยีการเกษตร,มหาวิทยาลัยธรรมศาสตร์,149,60,57,"15,769.5000","10,264.7000","13,118.3842","1,175.3784"
1059,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาวิทยาการคอมพิวเตอร์,มหาวิทยาลัยธรรมศาสตร์,221,75,75,"16,338.0000","13,342.5000","14,568.5493",810.0120
1060,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาคณิตศาสตร์,มหาวิทยาลัยธรรมศาสตร์,123,50,50,"16,740.0000","13,099.4000","14,641.5740",897.8299
1061,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาสถิติ,มหาวิทยาลัยธรรมศาสตร์,164,60,60,"17,808.5000","14,756.8000","15,842.4233",684.0808
1062,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร,มหาวิทยาลัยธรรมศาสตร์,182,55,55,"17,059.0000","13,965.1000","15,233.4164",726.4906
1063,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาเคมี,มหาวิทยาลัยธรรมศาสตร์,139,60,57,"16,415.5000","10,882.0000","14,224.8439","1,441.4437"
1064,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาคณิตศาสตร์ประยุกต์,มหาวิทยาลัยธรรมศาสตร์,92,45,45,"16,635.0000","10,987.8000","14,589.0356","1,073.5414"
1065,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาฟิสิกส์อิเล็กทรอนิกส์,มหาวิทยาลัยธรรมศาสตร์,98,40,40,"15,164.1000","12,091.0000","13,335.7925",825.7929
1066,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาเทคโนโลยีชีวภาพ,มหาวิทยาลัยธรรมศาสตร์,122,70,44,"18,460.5000","9,405.2000","13,694.7291","1,714.6055"
1067,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาฟิสิกส์,มหาวิทยาลัยธรรมศาสตร์,77,40,24,"15,593.3000","10,271.8000","13,702.7083","1,425.4450"
1068,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาวิทยาศาสตร์และเทคโนโลยีสิ่งทอ,มหาวิทยาลัยธรรมศาสตร์,212,50,50,"15,291.4000","12,497.8000","13,523.7048",678.0388
1069,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาวัสดุศาสตร์,มหาวิทยาลัยธรรมศาสตร์,79,40,35,"15,386.0000","10,529.4000","13,623.7429","1,144.7294"
1070,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาวิทยาการคอมพิวเตอร์ โครงการปริญญาตรีภาคพิเศษ,มหาวิทยาลัยธรรมศาสตร์,61,50,31,"14,772.6000","10,936.5000","12,672.4323",977.3961
1071,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาคณิตศาสตร์การจัดการ โครงการปริญญาตรีภาคพิเศษ,มหาวิทยาลัยธรรมศาสตร์,48,25,25,"16,093.4000","12,194.8000","13,671.4680","1,203.8775"
1072,คณะวิทยาศาสตร์และเทคโนโลยี มธ. ศูนย์ลำปาง สาขาวิชาวิทยาการคอมพิวเตอร์,มหาวิทยาลัยธรรมศาสตร์,60,50,10,"14,201.6000","9,124.4000","12,116.6600","1,501.4691"
1073,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้า,มหาวิทยาลัยธรรมศาสตร์,214,78,78,"18,677.1500","15,191.5000","16,410.0205",792.2216
1074,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมอุตสาหการ,มหาวิทยาลัยธรรมศาสตร์,141,78,77,"18,896.5000","12,152.4000","15,435.1812","1,322.6803"
1075,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมโยธา,มหาวิทยาลัยธรรมศาสตร์,252,77,78,"18,200.4500","15,244.0000","16,287.7532",690.8026
1076,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเคมี,มหาวิทยาลัยธรรมศาสตร์,112,58,46,"19,943.0000","10,865.7500","16,691.5924","1,607.3434"
1077,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเครื่องกล,มหาวิทยาลัยธรรมศาสตร์,178,58,58,"19,060.0000","14,347.3000","15,808.2957",953.1016
1078,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมคอมพิวเตอร์,มหาวิทยาลัยธรรมศาสตร์,110,29,29,"18,561.9500","16,048.2000","16,964.4810",690.4536
1079,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิตสองสถาบัน (TEP),มหาวิทยาลัยธรรมศาสตร์,27,20,12,"17,748.5000","13,692.7000","16,065.2208","1,146.2821"
1080,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต ภาคภาษาอังกฤษ (TEPE),มหาวิทยาลัยธรรมศาสตร์,67,50,21,"18,400.3000","12,383.1000","14,780.8024","1,344.3897"
1081,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมยานยนต์ (หลักสูตรภาษาอังกฤษ) (AUTO),มหาวิทยาลัยธรรมศาสตร์,5,30,1,"16,775.2500","16,775.2500","16,775.2500",0.0000
1082,คณะแพทยศาสตร์ หลักสูตรการแพทย์แผนไทยประยุกต์บัณฑิต,มหาวิทยาลัยธรรมศาสตร์,130,50,50,"18,661.5000","15,489.6000","16,822.0700",746.4452
1083,คณะสหเวชศาสตร์ สาขาวิชาเทคนิคการแพทย์,มหาวิทยาลัยธรรมศาสตร์,324,70,70,"19,369.5000","17,649.0000","18,318.5329",421.8308
1084,คณะสหเวชศาสตร์ สาขาวิชากายภาพบำบัด,มหาวิทยาลัยธรรมศาสตร์,197,65,65,"19,372.5000","16,544.7000","17,714.6862",663.3626
1085,คณะสหเวชศาสตร์ สาขาวิชาวิทยาศาสตร์การกีฬาและการออกกำลังกาย,มหาวิทยาลัยธรรมศาสตร์,184,60,60,"18,625.2000","14,516.0000","15,680.3633",849.0241
1086,คณะพยาบาลศาสตร์,มหาวิทยาลัยธรรมศาสตร์,397,125,125,"19,281.0000","15,794.5000","16,709.3043",658.3186
1088,คณะศิลปกรรมศาสตร์ สาขาวิชาศิลปะการออกแบบพัสตราภรณ์ เลือกสอบวิชาความถนัดทางศิลปกรรมศาสตร์,มหาวิทยาลัยธรรมศาสตร์,121,0,20,"21,342.0000","18,393.2000","19,428.8050",838.8051
1089,คณะศิลปกรรมศาสตร์ สาขาวิชาออกแบบหัตถอุตสาหกรรม มธ.ศูนย์ลำปาง เลือกสอบวิชาความถนัดทางสถาปัตยกรรมศาสตร์,มหาวิทยาลัยธรรมศาสตร์,10,50,6,"14,259.3000","9,015.5000","12,494.8500","1,988.1390"
1090,คณะศิลปกรรมศาสตร์ สาขาวิชาออกแบบหัตถอุตสาหกรรม มธ.ศูนย์ลำปาง เลือกสอบวิชาความถนัดทางศิลปกรรมศาสตร์,มหาวิทยาลัยธรรมศาสตร์,79,0,30,"17,421.2000","8,675.9000","14,030.5767","1,772.2709"
1091,คณะสถาปัตยกรรมศาสตร์และการผังเมือง สาขาวิชาสถาปัตยกรรม (วิทยาศาสตรบัณฑิต),มหาวิทยาลัยธรรมศาสตร์,148,80,80,"18,111.3000","13,452.1000","15,510.0650","1,082.4848"
1092,คณะสถาปัตยกรรมศาสตร์และการผังเมือง สาขาวิชาสถาปัตยกรรมภายใน,มหาวิทยาลัยธรรมศาสตร์,97,15,15,"18,026.7000","16,422.3000","17,227.4067",452.6120
1093,คณะสถาปัตยกรรมศาสตร์และการผังเมือง สาขาวิชาภูมิสถาปัตยกรรม,มหาวิทยาลัยธรรมศาสตร์,205,40,40,"18,194.0000","14,841.2000","15,756.5775",700.0119
1094,คณะสถาปัตยกรรมศาสตร์และการผังเมือง สาขาวิชาสถาปัตยกรรม เพื่อการพัฒนาอสังหาริมทรัพย์,มหาวิทยาลัยธรรมศาสตร์,201,55,55,"17,298.5000","14,307.4000","15,233.2000",732.2281
1095,คณะสถาปัตยกรรมศาสตร์และการผังเมือง สาขาวิชาการผังเมือง พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,175,50,50,"22,324.5000","18,906.0000","19,963.9752",957.9093
