รหัส,คณะ/สาขา,มหาวิทยาลัย,สมัคร,รับ,ผ่าน,สูงสุด,ต่ำสุด,เฉลี่ย,SD
1261,คณะแพทยศาสตร์ สาขาวิชาการแพทย์แผนไทยประยุกต์บัณฑิต (พทป.บ.),มหาวิทยาลัยมหาสารคาม,342,65,65,"18,192.5000","15,228.7500","16,262.0469",799.6413
1262,คณะแพทยศาสตร์ สาขาวิชาเวชกิจฉุกเฉิน (วท.บ.),มหาวิทยาลัยมหาสารคาม,234,45,45,"18,090.9500","15,917.9500","16,540.9289",490.2856
1263,คณะเภสัชศาสตร์ สาขาวิชาบริบาลเภสัชกรรม (หลักสูตร 6 ปี) (ภ.บ.),มหาวิทยาลัยมหาสารคาม,474,25,25,"20,544.9500","18,514.4500","18,943.3500",480.0565
1264,คณะพยาบาลศาสตร์ สาขาวิชาพยาบาลศาสตร์ (พย.บ.),มหาวิทยาลัยมหาสารคาม,834,50,50,"18,799.7500","16,974.6500","17,522.3070",428.6050
1265,คณะสาธารณสุขศาสตร์ สาขาวิชาสาธารณสุขศาสตร์ (ส.บ.),มหาวิทยาลัยมหาสารคาม,635,50,50,"17,087.2500","15,651.4500","16,021.1950",395.6984
1266,คณะสาธารณสุขศาสตร์ สาขาวิชาโภชนาการและการจัดการความปลอดภัยในอาหาร (วท.บ.),มหาวิทยาลัยมหาสารคาม,309,60,60,"14,792.0500","13,156.3000","13,589.5608",356.7720
1267,คณะสาธารณสุขศาสตร์ สาขาวิชาอนามัยสิ่งแวดล้อมและอาชีวอนามัย (วท.บ.),มหาวิทยาลัยมหาสารคาม,300,30,30,"15,467.4000","13,671.9000","14,108.5583",418.5871
1268,คณะวิทยาศาสตร์ สาขาวิชาเคมี (วท.บ.),มหาวิทยาลัยมหาสารคาม,193,40,40,"14,767.3500","13,030.3000","13,762.2775",448.0817
1269,คณะวิทยาศาสตร์ สาขาวิชาชีววิทยา (วท.บ.),มหาวิทยาลัยมหาสารคาม,602,100,100,"14,849.4000","13,045.7000","13,603.3515",410.2504
1270,คณะวิทยาศาสตร์ สาขาวิชาฟิสิกส์ (วท.บ.),มหาวิทยาลัยมหาสารคาม,129,40,40,"15,089.8500","12,435.1500","13,201.3663",644.2474
1271,คณะวิทยาศาสตร์ สาขาวิชาฟิสิกส์ประยุกต์ (พลังงาน) (วท.บ.),มหาวิทยาลัยมหาสารคาม,46,30,20,"12,928.1500","9,415.6500","11,469.2400","1,165.3844"
1272,คณะวิทยาศาสตร์ สาขาวิชาฟิสิกส์ประยุกต์ (อิเล็กทรอนิกส์) (วท.บ.),มหาวิทยาลัยมหาสารคาม,36,35,13,"13,016.0500","9,584.9500","10,932.5269","1,308.5840"
1273,คณะวิทยาศาสตร์ สาขาวิชาคณิตศาสตร์ (วท.บ.),มหาวิทยาลัยมหาสารคาม,100,30,0,0.0000,0.0000,0.0000,0.0000
1274,คณะวิทยาศาสตร์ สาขาวิชาสถิติ (วท.บ.),มหาวิทยาลัยมหาสารคาม,52,30,0,0.0000,0.0000,0.0000,0.0000
1275,คณะวิทยาศาสตร์ สาขาวิชาจุลชีววิทยา (วท.บ.),มหาวิทยาลัยมหาสารคาม,96,30,30,"14,884.7500","12,775.5000","13,529.1383",635.6420
1276,คณะเทคโนโลยี สาขาวิชาเทคโนโลยีการอาหาร,มหาวิทยาลัยมหาสารคาม,217,60,60,"14,024.9500","11,861.3000","12,721.9233",593.4031
1277,คณะเทคโนโลยี สาขาวิชาเทคโนโลยีชีวภาพ,มหาวิทยาลัยมหาสารคาม,295,100,100,"13,467.7500","9,929.8000","11,453.8745",887.4387
1278,คณะเทคโนโลยี สาขาวิชาเทคโนโลยีการเกษตร,มหาวิทยาลัยมหาสารคาม,250,100,100,"14,010.6500","7,259.1000","10,249.3595","1,116.4339"
1279,คณะเทคโนโลยี สาขาวิชาพัฒนาผลิตภัณฑ์อาหาร,มหาวิทยาลัยมหาสารคาม,192,100,79,"13,111.9000","8,089.1000","10,460.9120","1,082.9185"
1280,คณะเทคโนโลยี สาขาวิชาสัตวศาสตร์ (วท.บ.),มหาวิทยาลัยมหาสารคาม,97,100,57,"14,374.6500","8,801.0500","11,294.7395","1,334.3747"
1281,คณะเทคโนโลยี สาขาวิชาประมง (วท.บ.),มหาวิทยาลัยมหาสารคาม,58,75,24,"13,077.9500","7,942.3500","10,702.9958","1,498.1483"
1282,คณะสัตวแพทยศาสตร์ สาขาวิชาสัตวแพทยศาสตร์ (หลักสูตร 6 ปี),มหาวิทยาลัยมหาสารคาม,466,37,37,"19,010.0000","17,257.8000","17,807.6270",519.2481
1283,คณะสิ่งแวดล้อมและทรัพยากรศาสตร์ สาขาวิชาเทคโนโลยีสิ่งแวดล้อม,มหาวิทยาลัยมหาสารคาม,162,50,50,"14,437.5000","10,456.8000","11,654.8270",897.0556
1284,คณะสิ่งแวดล้อมและทรัพยากรศาสตร์ สาขาวิชาการจัดการสิ่งแวดล้อมและทรัพยากร,มหาวิทยาลัยมหาสารคาม,178,50,50,"14,096.4000","11,121.3500","12,133.0080",629.7725
1285,คณะสิ่งแวดล้อมและทรัพยากรศาสตร์ สาขาวิชาสิ่งแวดล้อมศึกษา,มหาวิทยาลัยมหาสารคาม,101,50,50,"13,343.1500","9,446.4000","11,161.5950","1,022.2619"
1286,คณะวิทยาการสารสนเทศ สาขาวิชาสารสนเทศศาสตร์ (ศศ.บ.),มหาวิทยาลัยมหาสารคาม,91,60,45,"16,660.0500","7,322.0500","12,213.5433","2,194.3205"
1287,คณะวิทยาการสารสนเทศ สาขาวิชาเทคโนโลยีสารสนเทศ (วท.บ.),มหาวิทยาลัยมหาสารคาม,145,50,50,"12,899.8500","9,850.9000","10,999.6170",772.7348
1288,คณะวิทยาการสารสนเทศ สาขาวิชาสื่อนฤมิต (วท.บ.),มหาวิทยาลัยมหาสารคาม,63,75,30,"12,912.4500","8,455.5500","10,648.2350","1,247.8298"
1289,คณะวิทยาการสารสนเทศ สาขาวิชาวิทยาการคอมพิวเตอร์ (วท.บ.),มหาวิทยาลัยมหาสารคาม,183,80,79,"13,390.3500","7,743.8500","10,843.7468","1,265.9159"
1290,คณะวิทยาการสารสนเทศ สาขาวิชาภูมิสารสนเทศ (วท.บ.),มหาวิทยาลัยมหาสารคาม,87,80,42,"13,027.4500","8,362.8000","10,911.0821","1,164.5025"
1291,คณะวิทยาการสารสนเทศ สาขาวิชานิเทศศาสตร์ (นศ.บ.),มหาวิทยาลัยมหาสารคาม,231,70,70,"16,940.5000","12,618.9000","14,529.5500","1,192.2753"
1292,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมศาสตร์ (วศ.บ.),มหาวิทยาลัยมหาสารคาม,517,200,200,"15,540.2500","11,529.0000","12,826.0990",914.7639
1293,คณะสถาปัตยกรรมศาสตร์ ผังเมืองและนฤมิตศิลป์ สาขาวิชาสถาปัตยกรรม (หลักสูตร 5 ปี),มหาวิทยาลัยมหาสารคาม,86,20,20,"16,658.5500","14,458.5000","15,407.5100",676.8120
1294,คณะสถาปัตยกรรมศาสตร์ ผังเมืองและนฤมิตศิลป์ สาขาวิชาสถาปัตยกรรมผังเมือง (หลักสูตร 5 ปี),มหาวิทยาลัยมหาสารคาม,56,20,20,"14,495.4000","12,670.8000","13,637.6950",553.2108
1295,คณะสถาปัตยกรรมศาสตร์ ผังเมืองและนฤมิตศิลป์ สาขาวิชาสถาปัตยกรรมภายใน (หลักสูตร 5 ปี),มหาวิทยาลัยมหาสารคาม,78,35,35,"16,442.5000","11,116.2500","13,164.0400","1,453.8474"
1296,คณะสถาปัตยกรรมศาสตร์ ผังเมืองและนฤมิตศิลป์ สาขาวิชานฤมิตศิลป์ (ศป.บ.),มหาวิทยาลัยมหาสารคาม,82,35,31,"15,547.7000","10,240.7000","12,966.3129","1,348.1737"
1297,คณะสถาปัตยกรรมศาสตร์ ผังเมืองและนฤมิตศิลป์ สาขาวิชาภูมิสถาปัตยกรรม (หลักสูตร 5 ปี) (ภ.สถ.บ.),มหาวิทยาลัยมหาสารคาม,85,20,20,"15,627.5500","11,778.7500","13,304.9050","1,096.6482"
1298,คณะการบัญชีและการจัดการ สาขาวิชาบัญชีบัณฑิต,มหาวิทยาลัยมหาสารคาม,"1,257",200,200,"16,882.1000","13,297.6000","14,253.4440",713.4699
1299,คณะการบัญชีและการจัดการ สาขาวิชาการตลาด,มหาวิทยาลัยมหาสารคาม,267,45,45,"15,221.2500","11,601.9000","12,843.7367",915.8182
1300,คณะการบัญชีและการจัดการ สาขาวิชาการจัดการ,มหาวิทยาลัยมหาสารคาม,582,100,100,"15,381.3500","12,063.8500","13,041.8850",675.8409
1301,คณะการบัญชีและการจัดการ สาขาวิชาคอมพิวเตอร์ธุรกิจ,มหาวิทยาลัยมหาสารคาม,378,150,150,"14,489.9500","8,904.3000","11,052.4843","1,315.5559"
1302,คณะการบัญชีและการจัดการ สาขาวิชาธุรกิจระหว่างประเทศ (หลักสูตรนานาชาติ),มหาวิทยาลัยมหาสารคาม,85,20,20,"16,353.4500","12,369.9500","13,521.6225","1,031.3169"
1303,คณะการบัญชีและการจัดการ สาขาวิชาการบริหารการเงิน,มหาวิทยาลัยมหาสารคาม,379,100,100,"15,194.0500","11,521.9500","12,889.7580",918.8427
1304,คณะการบัญชีและการจัดการ สาขาวิชาเทคโนโลยีสารสนเทศธุรกิจ,มหาวิทยาลัยมหาสารคาม,61,20,20,"11,501.8000","8,850.8000","10,103.6775",793.2608
1305,คณะการบัญชีและการจัดการ สาขาวิชาการจัดการการประกอบการ,มหาวิทยาลัยมหาสารคาม,64,20,20,"13,978.4500","9,975.4000","11,243.9550","1,064.0923"
1306,คณะการบัญชีและการจัดการ สาขาวิชาการจัดการพาณิชย์อิเล็กทรอนิกส์,มหาวิทยาลัยมหาสารคาม,74,20,20,"13,557.3500","9,431.2000","10,653.1650","1,072.8793"
1307,คณะการบัญชีและการจัดการ สาขาวิชาการจัดการทรัพยากรมนุษย์,มหาวิทยาลัยมหาสารคาม,70,20,20,"14,389.5000","10,681.5000","12,083.1275","1,095.2932"
1308,คณะการบัญชีและการจัดการ สาขาวิชาเศรษฐศาสตร์ธุรกิจ (ศ.บ.),มหาวิทยาลัยมหาสารคาม,206,100,100,"15,541.2500","8,624.8500","11,896.3475","1,461.8852"
1309,คณะการท่องเที่ยวและการโรงแรม สาขาวิชาการจัดการท่องเที่ยว,มหาวิทยาลัยมหาสารคาม,446,300,227,"18,530.0000","6,554.5500","12,360.4485","2,232.4236"
1310,คณะการท่องเที่ยวและการโรงแรม สาขาวิชาการจัดการโรงแรม,มหาวิทยาลัยมหาสารคาม,472,300,266,"18,838.5500","7,014.4500","12,321.5641","2,523.6270"
1311,คณะการท่องเที่ยวและการโรงแรม สาขาวิชาการจัดการท่องเที่ยวนานาชาติ (หลักสูตรภาษาอังกฤษ),มหาวิทยาลัยมหาสารคาม,84,50,49,"20,067.5000","7,294.2500","12,909.6429","2,582.2912"
1312,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภาษาไทย,มหาวิทยาลัยมหาสารคาม,422,30,30,"17,504.1500","16,180.6500","16,690.3917",383.4957
1313,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภาษาเพื่อการสร้างสรรค์งานสื่อสิ่งพิมพ์,มหาวิทยาลัยมหาสารคาม,137,30,30,"18,339.1500","12,257.6500","14,142.7067","1,431.7363"
1314,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภาษาอังกฤษ,มหาวิทยาลัยมหาสารคาม,256,20,21,"19,960.7000","18,331.8000","19,027.3850",506.0068
1315,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภาษาอังกฤษธุรกิจ,มหาวิทยาลัยมหาสารคาม,150,20,20,"19,320.7000","17,345.3000","18,086.5950",570.6193
1316,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภาษาอังกฤษเพื่อการสื่อสาร (หลักสูตรนานาชาติ),มหาวิทยาลัยมหาสารคาม,120,20,20,"19,354.6000","17,203.5000","18,235.9800",669.0344
1317,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภาษาฝรั่งเศส,มหาวิทยาลัยมหาสารคาม,84,10,10,"17,233.1500","15,359.5500","16,183.9650",630.1748
1318,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภาษาญี่ปุ่น,มหาวิทยาลัยมหาสารคาม,114,25,25,"19,161.6000","16,014.1000","17,083.4780",882.8558
1319,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภาษาจีน,มหาวิทยาลัยมหาสารคาม,152,15,15,"18,895.3500","16,856.3000","17,785.7467",624.3047
1320,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาการพัฒนาชุมชน,มหาวิทยาลัยมหาสารคาม,159,30,30,"17,111.2500","13,783.5000","15,232.3467",877.0541
1321,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาประวัติศาสตร์,มหาวิทยาลัยมหาสารคาม,153,35,35,"17,310.4500","13,476.1000","14,998.2443",953.5339
1322,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภูมิศาสตร์พัฒนาเพื่อการจัดการทรัพยากร (วท.บ.),มหาวิทยาลัยมหาสารคาม,46,15,15,"13,571.6500","11,282.7500","12,051.2867",645.0666
1323,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภาษาเกาหลี,มหาวิทยาลัยมหาสารคาม,99,12,12,"19,177.4500","16,184.5000","17,158.6792",779.9466
1324,คณะมนุษยศาสตร์และสังคมศาสตร์ สาขาวิชาภาษาและวัฒนธรรมอาเซียน (เขมร ลาว พม่า เวียดนาม),มหาวิทยาลัยมหาสารคาม,164,70,70,"16,552.7000","10,159.4500","12,855.4529","1,747.7903"
1325,วิทยาลัยการเมืองการปกครอง สาขาวิชาการเมืองการปกครอง,มหาวิทยาลัยมหาสารคาม,429,100,100,"16,984.0000","12,999.3500","14,378.3030","1,076.9808"
1326,วิทยาลัยการเมืองการปกครอง สาขาวิชารัฐประศาสนศาสตร์,มหาวิทยาลัยมหาสารคาม,633,100,100,"18,509.2000","14,171.6500","15,306.2720",837.9464
1327,วิทยาลัยการเมืองการปกครอง สาขาวิชาความสัมพันธ์ระหว่างประเทศ,มหาวิทยาลัยมหาสารคาม,238,50,50,"17,235.9500","12,867.4500","14,776.2560","1,112.9975"
1328,วิทยาลัยการเมืองการปกครอง สาขาวิชานิติศาสตร์,มหาวิทยาลัยมหาสารคาม,464,120,120,"18,741.5000","14,128.7000","15,922.6263","1,019.9284"
1329,วิทยาลัยการเมืองการปกครอง สาขาวิชา น.บ.นิติศาสตร์ และ ศศ.บ.สิทธิมนุษยชนศึกษา (หลักสูตรคู่ขนาน 5 ปี),มหาวิทยาลัยมหาสารคาม,131,30,30,"19,716.2000","14,340.2500","15,632.5950","1,255.5391"
1330,คณะศึกษาศาสตร์ สาขาวิชาวิทยาศาสตร์ทั่วไป (หลักสูตร 5 ปี),มหาวิทยาลัยมหาสารคาม,402,30,30,"20,571.2000","18,240.7000","18,891.4300",531.4448
1331,คณะศึกษาศาสตร์ สาขาวิชาคณิตศาสตร์ (หลักสูตร 5 ปี),มหาวิทยาลัยมหาสารคาม,348,20,20,"19,959.4500","18,758.6000","19,181.6175",347.7967
1332,คณะศึกษาศาสตร์ สาขาวิชาสังคมคึกษา (หลักสูตร 5 ปี),มหาวิทยาลัยมหาสารคาม,376,20,20,"19,451.0500","17,878.1500","18,373.7550",372.3219
1333,คณะศึกษาศาสตร์ สาขาวิชาภาษาอังกฤษ (หลักสูตร 5 ปี),มหาวิทยาลัยมหาสารคาม,295,20,20,"22,128.7000","19,113.6000","19,753.1025",708.5942
1334,คณะศึกษาศาสตร์ สาขาวิชาภาษาไทย (หลักสูตร 5 ปี),มหาวิทยาลัยมหาสารคาม,456,24,24,"19,317.4500","18,304.9500","18,685.2000",291.3809
1335,คณะศึกษาศาสตร์ สาขาวิชาการศึกษาปฐมวัย (หลักสูตร 5 ปี),มหาวิทยาลัยมหาสารคาม,386,25,25,"18,937.3500","17,187.4500","17,711.5300",424.6954
1336,คณะศึกษาศาสตร์ สาขาวิชาเทคโนโลยีและสื่อสารการศึกษา (หลักสูตร 5 ปี) (กศ.บ.),มหาวิทยาลัยมหาสารคาม,240,70,70,"18,605.2000","16,022.2500","16,927.4936",627.3613
1337,คณะศึกษาศาสตร์ สาขาวิชาจิตวิทยา (วท.บ.),มหาวิทยาลัยมหาสารคาม,132,20,20,"15,667.5000","12,720.9500","13,358.9950",663.7262
1338,คณะศึกษาศาสตร์ สาขาวิชาวิทยาศาสตร์การกีฬา (วท.บ.),มหาวิทยาลัยมหาสารคาม,213,20,20,"14,768.7000","13,584.4000","13,963.8600",341.1505
1339,คณะศิลปกรรมศาสตร์ สาขาวิชาทัศนศิลป์,มหาวิทยาลัยมหาสารคาม,59,25,25,"14,841.8000","9,703.4500","12,557.6580","1,411.8356"
1340,คณะศิลปกรรมศาสตร์ สาขาวิชาศิลปะการแสดง,มหาวิทยาลัยมหาสารคาม,63,25,25,"15,851.8500","8,545.1000","11,923.7900","1,816.1942"
1341,วิทยาลัยดุริยางคศิลป์ สาขาวิชาดุริยางคศิลป์,มหาวิทยาลัยมหาสารคาม,59,20,20,"13,906.2000","10,414.4500","12,278.6600","1,182.2333"
1342,คณะวัฒนธรรมศาสตร์ สาขาวิชาการจัดการวัฒนธรรม (ศศ.บ.),มหาวิทยาลัยมหาสารคาม,65,100,33,"14,516.8000","6,884.9500","10,438.8985","1,947.9452"
1343,คณะแพทยศาสตร์ศิริราชพยาบาล สาขาวิชากายอุปกรณศาสตร์,มหาวิทยาลัยมหิดล,112,23,23,"19,240.9500","18,360.2500","18,717.5043",247.8684
1344,คณะแพทยศาสตร์ศิริราชพยาบาล สาขาวิชาการแพทย์แผนไทยประยุกต์,มหาวิทยาลัยมหิดล,223,60,60,"21,661.2500","18,420.0000","19,221.7133",819.0254
1345,คณะแพทยศาสตร์ศิริราชพยาบาล สาขาวิชาเทคโนโลยีการศึกษาแพทยศาสตร์,มหาวิทยาลัยมหิดล,47,25,25,"20,849.3000","15,961.9500","18,352.1560","1,099.6953"
1346,คณะแพทยศาสตร์โรงพยาบาลรามาธิบดี สาขาวิชาความผิดปกติของการสื่อความหมาย,มหาวิทยาลัยมหิดล,81,30,30,"21,381.5500","18,401.9500","19,357.5717",872.5250
1347,คณะแพทยศาสตร์โรงพยาบาลรามาธิบดี สาขาวิชาพยาบาลศาสตร์,มหาวิทยาลัยมหิดล,460,140,140,"20,910.2500","18,558.6000","19,275.7075",490.0714
1348,คณะเภสัชศาสตร์ สาขาวิชาเภสัชศาสตร์,มหาวิทยาลัยมหิดล,533,92,93,"22,835.6500","19,626.3500","20,176.8315",498.0162
1349,คณะทันตแพทยศาสตร์ สาขาวิชาทันตแพทยศาสตร์,มหาวิทยาลัยมหิดล,238,13,13,"24,742.8500","23,460.2500","23,686.8538",345.6139
1350,คณะเทคโนโลยีสารสนเทศและการสื่อสาร สาขาวิชาเทคโนโลยีสารสนเทศและการสื่อสาร (หลักสูตรนานาชาติ),มหาวิทยาลัยมหิดล,270,150,150,"16,715.8000","11,675.7500","13,668.8553","1,113.3357"
1351,คณะวิทยาศาสตร์ (พญาไท),มหาวิทยาลัยมหิดล,666,120,119,"20,889.3000","16,408.0500","17,017.7063",656.6356
1352,วิทยาเขตกาญจนบุรี สาขาวิชาชีววิทยาเชิงอนุรักษ์,มหาวิทยาลัยมหิดล,71,40,40,"16,815.5500","10,113.7500","13,080.5100","1,392.3193"
1353,วิทยาเขตกาญจนบุรี สาขาวิชาเทคโนโลยีการอาหาร,มหาวิทยาลัยมหิดล,375,28,28,"15,874.4000","14,550.8000","15,044.7286",389.0661
1354,วิทยาเขตกาญจนบุรี สาขาวิชาธรณีศาสตร์,มหาวิทยาลัยมหิดล,98,24,24,"17,830.7000","15,849.5000","16,745.9188",628.2526
1355,วิทยาเขตกาญจนบุรี สาขาวิชาวิทยาศาสตร์การเกษตร,มหาวิทยาลัยมหิดล,88,40,40,"14,719.2000","12,039.5000","13,036.7925",715.0599
1356,วิทยาเขตกาญจนบุรี สาขาวิชาการจัดการ,มหาวิทยาลัยมหิดล,292,50,50,"19,063.5500","15,036.9500","15,829.1800",742.7262
1357,คณะเทคนิคการแพทย์ สาขาวิชาเทคนิคการแพทย์,มหาวิทยาลัยมหิดล,309,50,50,"20,699.9500","19,091.9500","19,582.7270",457.5067
1358,คณะเทคนิคการแพทย์ สาขาวิชารังสีเทคนิค,มหาวิทยาลัยมหิดล,199,30,30,"20,371.7000","19,001.3500","19,479.6817",394.0336
1359,คณะสาธารณสุขศาสตร์ สาขาวิชาวิทยาศาสตร์ (สาธารณสุขศาสตร์),มหาวิทยาลัยมหิดล,407,85,85,"20,271.1000","17,107.7500","17,831.2824",609.5140
1360,คณะสาธารณสุขศาสตร์ สาขาวิชาวิทยาศาสตร์ (อาชีวอนามัยและความปลอดภัย),มหาวิทยาลัยมหิดล,191,50,50,"19,841.4000","17,425.2500","18,069.0300",566.1672
1361,คณะพยาบาลศาสตร์ สาขาวิชาพยาบาลศาสตร์,มหาวิทยาลัยมหิดล,506,120,120,"22,240.4500","18,642.1000","19,480.6050",639.3097
1362,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมคอมพิวเตอร์,มหาวิทยาลัยมหิดล,105,15,15,"19,226.1000","18,030.3500","18,508.1067",378.6642
1363,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเคมี,มหาวิทยาลัยมหิดล,271,20,20,"20,329.1000","18,507.9500","18,973.2625",509.3718
1364,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเครื่องกล,มหาวิทยาลัยมหิดล,411,65,65,"19,466.3000","15,370.3500","16,192.2162",782.4987
1365,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมชีวการแพทย์,มหาวิทยาลัยมหิดล,117,20,20,"22,259.4000","19,808.6500","20,480.0525",665.9172
1366,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้า+ไฟฟ้าสื่อสาร,มหาวิทยาลัยมหิดล,218,45,45,"19,057.9500","16,296.0500","17,235.9811",742.8985
1367,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมโยธา,มหาวิทยาลัยมหิดล,269,49,49,"19,514.7000","15,185.7000","16,056.9735",887.6455
1368,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมอุตสาหการ,มหาวิทยาลัยมหิดล,465,61,61,"20,114.5500","16,110.7000","16,811.7730",732.7434
1369,คณะสิ่งแวดล้อมและทรัพยากรศาสตร์ สาขาวิชาวิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,มหาวิทยาลัยมหิดล,230,50,50,"17,161.9500","15,358.5500","15,932.8920",475.5845
1370,คณะสัตวแพทยศาสตร์ สาขาวิชาสัตวแพทยศาสตร์,มหาวิทยาลัยมหิดล,255,40,40,"21,558.6500","19,339.4500","19,900.4225",486.5295
1371,คณะกายภาพบำบัด สาขาวิชากายภาพบำบัด,มหาวิทยาลัยมหิดล,290,30,30,"22,403.2500","20,023.7500","20,811.1050",644.1194
1372,คณะกายภาพบำบัด สาขาวิชากิจกรรมบำบัด,มหาวิทยาลัยมหิดล,121,26,26,"18,847.3000","17,280.3500","17,890.5365",407.2066
1373,คณะศิลปศาสตร์ สาขาวิชาภาษาอังกฤษ,มหาวิทยาลัยมหิดล,561,80,80,"24,366.2500","22,037.6500","22,553.0000",450.0633
1374,คณะศิลปศาสตร์ สาขาวิชาภาษาไทย,มหาวิทยาลัยมหิดล,462,60,60,"23,038.0000","20,017.7500","20,684.7917",587.6920
1375,วิทยาลัยวิทยาศาสตร์และเทคโนโลยีการกีฬา สาขาวิชาวิทยาศาสตร์การกีฬา (วท.บ.),มหาวิทยาลัยมหิดล,466,35,35,"17,575.0000","15,166.6500","16,168.5471",631.4699
1376,วิทยาลัยวิทยาศาสตร์และเทคโนโลยีการกีฬา สาขาวิชาการออกกำลังกายและการกีฬา (ศศ.บ.),มหาวิทยาลัยมหิดล,189,35,11,"19,868.3500","14,897.5500","18,334.2864","1,526.8608"
1377,วิทยาลัยศาสนศึกษา สาขาวิชาศาสนศึกษา,มหาวิทยาลัยมหิดล,93,20,20,"20,182.9000","18,430.8000","19,059.4575",600.8232
1378,วิทยาเขตอำนาจเจริญ สาขาวิชาสาธารณสุขศาสตร์,มหาวิทยาลัยมหิดล,112,10,10,"16,611.9000","16,198.1500","16,403.5550",153.7456
1379,คณะสังคมศาสตร์และมนุษยศาสตร์ สาขาวิชาวิทยาศาสตร์ (เวชระเบียน),มหาวิทยาลัยมหิดล,308,30,30,"18,594.3000","16,753.7500","17,271.8750",526.5271
1380,คณะผลิตกรรมการเกษตร สาขาวิชาเกษตรศาสตร์ (พืชไร่),มหาวิทยาลัยแม่โจ้,214,60,60,"14,853.3000","11,217.2000","12,163.4625",723.4616
1381,คณะผลิตกรรมการเกษตร สาขาวิชาเกษตรศาสตร์ (พืชสวน),มหาวิทยาลัยแม่โจ้,509,160,160,"13,276.5000","9,994.8000","11,302.8759",792.1037
1382,คณะผลิตกรรมการเกษตร สาขาวิชาเกษตรศาสตร์ (อารักขาพืช),มหาวิทยาลัยแม่โจ้,351,200,125,"13,533.5000","8,375.9000","10,611.1548","1,140.2350"
1383,คณะผลิตกรรมการเกษตร สาขาวิชาเกษตรศาสตร์ (เกษตรเคมี),มหาวิทยาลัยแม่โจ้,174,60,48,"13,023.5000","7,434.6000","10,905.4146","1,097.1817"
1384,คณะผลิตกรรมการเกษตร สาขาวิชาเกษตรศาสตร์ (ปฐพีศาสตร์),มหาวิทยาลัยแม่โจ้,286,60,60,"14,174.7500","9,795.2000","10,976.8008",821.3786
1385,คณะผลิตกรรมการเกษตร สาขาวิชาส่งเสริมและนิเทศศาสตร์เกษตร,มหาวิทยาลัยแม่โจ้,96,60,32,"13,108.7500","7,904.5500","10,809.4063","1,213.4613"
1386,คณะผลิตกรรมการเกษตร สาขาวิชาเกษตรศาสตร์ (สหวิทยาการ-วิทยาการสมุนไพร),มหาวิทยาลัยแม่โจ้,161,60,46,"13,899.2500","8,343.3000","11,233.9011","1,282.9994"
1387,วิทยาลัยพลังงาน สาขาวิชาพลังงานทดแทน,มหาวิทยาลัยแม่โจ้,369,80,80,"14,551.2500","11,800.4000","12,570.1375",668.0441
1388,คณะสัตวศาสตร์และเทคโนโลยี สาขาวิชาสัตวศาสตร์,มหาวิทยาลัยแม่โจ้,291,100,100,"15,344.1000","11,772.1000","13,021.9730",857.2131
1389,คณะสถาปัตยกรรมศาสตร์และการออกแบบสิ่งแวดล้อม สาขาวิชาสถาปัตยกรรมศาสตร์,มหาวิทยาลัยแม่โจ้,70,20,20,"17,203.7500","14,746.3000","15,941.6875",827.0087
1390,คณะสถาปัตยกรรมศาสตร์และการออกแบบสิ่งแวดล้อม สาขาวิชาภูมิสถาปัตยกรรม,มหาวิทยาลัยแม่โจ้,37,15,15,"17,071.8000","12,502.6000","15,043.4100","1,279.9214"
1391,คณะสถาปัตยกรรมศาสตร์และการออกแบบสิ่งแวดล้อม สาขาวิชาเทคโนโลยีภูมิทัศน์,มหาวิทยาลัยแม่โจ้,27,15,15,"17,261.8500","10,632.2500","14,317.4867","1,675.5724"
1392,คณะเทคโนโลยีการประมงและทรัพยากรทางน้ำ สาขาวิชาการประมง,มหาวิทยาลัยแม่โจ้,293,80,80,"13,870.8500","10,701.8500","11,729.0088",759.1738
