รหัส,คณะ/สาขา,มหาวิทยาลัย,สมัคร,รับ,ผ่าน,สูงสุด,ต่ำสุด,เฉลี่ย,SD
0051,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาญี่ปุ่น,จุฬาลงกรณ์มหาวิทยาลัย,27,0,5,22396.4000,20460.0000
0052,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาจีน,จุฬาลงกรณ์มหาวิทยาลัย,89,0,4,22140.0000,20342.0000
0053,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาอาหรับ,จุฬาลงกรณ์มหาวิทยาลัย,6,0,0
0054,คณะครุศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาบาลี,จุฬาลงกรณ์มหาวิทยาลัย,100,0,11,21866.1000,20156.1000
0055,คณะอักษรศาสตร์ สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ พื้นฐานวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,208,20,20,21411.0000,19822.0000,20299.6290,421.1249
0056,คณะอักษรศาสตร์ สาขาวิชาอักษรศาสตร์ พื้นฐานวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,652,50,50,23678.0000,21273.8000,21778.2280,538.9940
0057,คณะรัฐศาสตร์ สาขาวิชาการปกครอง พื้นฐานศิลปศาสตร์ (รูปแบบที่ 1),จุฬาลงกรณ์มหาวิทยาลัย,296,53,53,25749.0000,22856.0000,23679.5883,732.6179
0058,คณะรัฐศาสตร์ สาขาวิชาสังคมวิทยาและมานุษยวิทยา พื้นฐานศิลปศาสตร์ (รูปแบบที่ 1),จุฬาลงกรณ์มหาวิทยาลัย,366,53,53,24485.0000,22817.0000,23366.9294,459.0552
0059,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาฝรั่งเศส,จุฬาลงกรณ์มหาวิทยาลัย,126,49,15,25065.0000,21991.8000,22798.3886,835.3825
0060,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาเยอรมัน,จุฬาลงกรณ์มหาวิทยาลัย,64,0,7,23763.0000,22017.3000
0061,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาญี่ปุ่น,จุฬาลงกรณ์มหาวิทยาลัย,82,0,10,24609.0000,21990.0000
0062,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาจีน,จุฬาลงกรณ์มหาวิทยาลัย,80,0,9,24459.0000,22011.0000
0063,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาอาหรับ,จุฬาลงกรณ์มหาวิทยาลัย,7,0,0
0064,คณะรัฐศาสตร์ สาขาวิชาความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาบาลี,จุฬาลงกรณ์มหาวิทยาลัย,149,0,8,24270.0000,22023.0000
0065,คณะรัฐศาสตร์ สาขาวิชารัฐประศาสนศาสตร์ พื้นฐานวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,489,47,47,21296.0000,19734.4000,20177.1996,400.7377
0066,คณะนิติศาสตร์ พื้นฐานวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,745,102,102,22342.0000,20227.5000,20835.8431,464.8525
0067,คณะนิติศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาฝรั่งเศส,จุฬาลงกรณ์มหาวิทยาลัย,106,15,15,22764.0000,21616.5000,22018.3600,397.0672
0068,คณะนิติศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาเยอรมัน,จุฬาลงกรณ์มหาวิทยาลัย,65,12,12,22983.0000,21267.3000,21761.4750,495.8932
0069,คณะนิติศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาญี่ปุ่น,จุฬาลงกรณ์มหาวิทยาลัย,70,13,13,26796.0000,21882.0000,22688.0769,1309.6402
0070,คณะนิติศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาจีน,จุฬาลงกรณ์มหาวิทยาลัย,77,16,16,22440.6000,20820.6000,21394.3125,436.6668
0071,คณะนิเทศศาสตร์ พื้นฐานวิทยาศาสตร์,จุฬาลงกรณ์มหาวิทยาลัย,376,15,15,24509.5000,21665.3000,22150.5000,758.1619
0072,คณะนิเทศศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 1),จุฬาลงกรณ์มหาวิทยาลัย,350,15,15,26309.0000,25439.8400,25814.6227,283.9324
0073,คณะนิเทศศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาฝรั่งเศส,จุฬาลงกรณ์มหาวิทยาลัย,114,50,12,23382.8400,22263.0000,22721.0436,634.8755
0074,คณะนิเทศศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาเยอรมัน,จุฬาลงกรณ์มหาวิทยาลัย,43,0,4,24195.0000,22224.0000
0075,คณะนิเทศศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาญี่ปุ่น,จุฬาลงกรณ์มหาวิทยาลัย,85,0,24,24551.4000,22122.0000
0076,คณะนิเทศศาสตร์ พื้นฐานศิลปศาสตร์ (รูปแบบที่ 2) เลือกสอบวิชาภาษาจีน,จุฬาลงกรณ์มหาวิทยาลัย,80,0,10,24516.3000,22092.0000
0077,คณะเกษตร สาขาวิชาวิทยาศาสตร์เกษตร วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,536,151,151,17608.0000,12704.6000,13884.0678,973.4009
0078,คณะเกษตร สาขาวิชาการจัดการศัตรูพืชและสัตว์ วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,287,45,45,14867.7000,12432.5000,13084.9698,521.5981
0079,คณะเกษตร สาขาวิชาเคมีการเกษตร วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,118,38,38,15976.0000,11798.3000,13281.6474,1056.2923
0080,คณะเกษตร สาขาวิชาคหกรรมศาสตร์ วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,237,44,44,16782.0000,13374.3000,14146.5068,736.6085
0081,คณะเกษตร สาขาวิชาอาหารและโภชนาการ วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,238,35,35,17099.8400,14908.0000,15442.1554,544.9598
0082,คณะเกษตร สาขาวิชาเกษตรเขตร้อน วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,107,20,20,15716.0000,12987.0000,13777.3260,810.0363
0083,คณะเกษตร สาขาวิชาเกษตรเขตร้อน นานาชาติ วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,82,35,35,17901.5000,11172.5000,12619.4086,1235.8953
0084,คณะเกษตร สาขาวิชาสัตวศาสตร์และอุตสาหกรรม วิทยาเขตบางเขน,มหาวิทยาลัยเกษตรศาสตร์,180,23,23,18264.0000,13722.5000,14475.9652,943.3149
0085,คณะบริหารธุรกิจ สาขาวิชาการเงิน,มหาวิทยาลัยเกษตรศาสตร์,545,60,60,20410.0000,18807.0000,19181.8063,305.8831
0086,คณะบริหารธุรกิจ สาขาวิชาการจัดการ,มหาวิทยาลัยเกษตรศาสตร์,842,85,85,19575.0000,17889.0000,18305.1748,302.5723
0087,คณะบริหารธุรกิจ สาขาวิชาการจัดการการผลิต,มหาวิทยาลัยเกษตรศาสตร์,430,60,60,19194.0000,17759.8400,18095.1657,282.9389
0088,คณะบริหารธุรกิจ สาขาวิชาการตลาด,มหาวิทยาลัยเกษตรศาสตร์,743,60,60,20300.3000,18484.0000,18921.9950,399.5438
0089,คณะบริหารธุรกิจ สาขาวิชาบัญชี,มหาวิทยาลัยเกษตรศาสตร์,1332,150,150,21337.5000,19689.0000,20112.5743,329.5213
0090,คณะบริหารธุรกิจ สาขาวิชาบัญชี ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,812,100,100,20127.0000,18795.0000,19171.0890,281.0525
0091,คณะประมง,มหาวิทยาลัยเกษตรศาสตร์,816,250,250,16263.5000,12348.5000,13452.8579,763.7314
0092,คณะมนุษยศาสตร์ สาขาวิชาปรัชญาและศาสนา,มหาวิทยาลัยเกษตรศาสตร์,265,35,35,22697.0000,19455.0000,20114.1240,687.3901
0093,คณะมนุษยศาสตร์ สาขาวิชาภาษาอังกฤษ,มหาวิทยาลัยเกษตรศาสตร์,455,40,40,25027.0000,23173.5000,23792.2210,486.6755
0094,คณะมนุษยศาสตร์ สาขาวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,91,30,30,21195.0000,16959.0000,18578.2880,1081.8482
0095,คณะมนุษยศาสตร์ สาขาวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,53,25,17,20244.0000,11622.0000,16436.7176,2111.8498
0096,คณะมนุษยศาสตร์ สาขาวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,217,25,25,22998.0000,21414.0000,21916.2840,416.5658
0097,คณะมนุษยศาสตร์ สาขาวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,361,25,25,20892.0000,19750.8000,20286.0600,363.2836
0098,คณะมนุษยศาสตร์ สาขาวิชาภาษาไทย,มหาวิทยาลัยเกษตรศาสตร์,226,30,30,22026.0000,20053.0000,20759.7613,596.7566
0099,คณะมนุษยศาสตร์ สาขาวิชาวรรณคดี กลุ่มวรรณคดีไทย,มหาวิทยาลัยเกษตรศาสตร์,84,20,20,22413.0000,19250.5000,19879.1310,698.6804
0100,คณะมนุษยศาสตร์ สาขาวิชาวรรณคดี กลุ่มวรรณคดีอังกฤษ,มหาวิทยาลัยเกษตรศาสตร์,82,25,25,23364.0000,21157.0000,22054.7000,585.5987
0101,คณะมนุษยศาสตร์ สาขาวิชาการท่องเที่ยว,มหาวิทยาลัยเกษตรศาสตร์,297,30,30,19165.0000,17788.5000,18221.4433,372.6302
0102,คณะมนุษยศาสตร์ สาขาวิชาการท่องเที่ยว รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,43,20,6,20880.0000,18856.2000,19625.7450,714.7611
0103,คณะมนุษยศาสตร์ สาขาวิชาการท่องเที่ยว รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,24,0,0
0104,คณะมนุษยศาสตร์ สาขาวิชาการท่องเที่ยว รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,52,0,8,21267.0000,19077.0000
0105,คณะมนุษยศาสตร์ สาขาวิชาการท่องเที่ยว รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,62,0,6,19669.2000,18802.2000
0106,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน,มหาวิทยาลัยเกษตรศาสตร์,342,15,15,20741.0000,18793.6000,19162.2760,545.7624
0107,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 1,มหาวิทยาลัยเกษตรศาสตร์,204,15,15,23343.0000,21827.0000,22319.2333,412.7928
0108,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,58,15,4,19788.0000,19398.0000,19752.1800,485.3531
0109,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,11,0,1,19377.0000,19377.0000
0110,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,49,0,3,20727.6000,19595.1000
0111,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,61,0,1,19302.0000,19302.0000
0112,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 2 เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,1,0,0
0113,คณะมนุษยศาสตร์ สาขาวิชาสื่อสารมวลชน รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยเกษตรศาสตร์,55,0,6,20670.0000,19275.0000
0114,คณะมนุษยศาสตร์ สาขาวิชาภาษาอังกฤษ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,244,80,80,23122.0000,20897.0000,21741.1500,611.0472
0115,คณะมนุษยศาสตร์ สาขาวิชาภาษาตะวันออก กลุ่มวิชาภาษาจีนธุรกิจ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,239,40,40,22984.0000,20321.0000,21067.0085,566.3841
0116,คณะมนุษยศาสตร์ สาขาวิชาภาษาตะวันออก กลุ่มวิชาภาษาญี่ปุ่นธุรกิจ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,218,40,40,23293.0000,20461.0000,21106.7750,628.8374
0117,คณะวนศาสตร์ สาขาวิชาวนศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,628,120,120,16992.6000,13581.6000,14423.3170,642.8835
0118,คณะวนศาสตร์ สาขาวิชาเทคโนโลยีผลิตภัณฑ์ไม้และกระดาษ,มหาวิทยาลัยเกษตรศาสตร์,155,45,45,15668.2000,12789.6000,13555.9133,639.2878
0119,คณะวิทยาศาสตร์ สาขาวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,124,35,35,17274.2000,14290.9000,15377.9229,821.2142
0120,คณะวิทยาศาสตร์ สาขาวิชาเคมี,มหาวิทยาลัยเกษตรศาสตร์,206,60,60,17373.0000,14334.8000,15824.1390,658.1468
0121,คณะวิทยาศาสตร์ สาขาวิชาเคมีอุตสาหกรรม,มหาวิทยาลัยเกษตรศาสตร์,79,25,25,17065.0000,14872.0000,15642.7040,559.4078
0122,คณะวิทยาศาสตร์ สาขาวิชาชีววิทยา,มหาวิทยาลัยเกษตรศาสตร์,195,40,40,17461.5000,15152.2000,15771.3600,600.6190
0123,คณะวิทยาศาสตร์ สาขาวิชาสัตววิทยา,มหาวิทยาลัยเกษตรศาสตร์,152,40,40,16759.1000,14165.0000,15077.4350,641.1053
0124,คณะวิทยาศาสตร์ สาขาวิชาพฤกษศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,122,35,35,15901.0000,12274.7000,13848.3583,818.2827
0125,คณะวิทยาศาสตร์ สาขาวิชาพันธุศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,326,60,60,16247.0000,13999.0000,14892.8383,636.3710
0126,คณะวิทยาศาสตร์ สาขาวิชาจุลชีววิทยา,มหาวิทยาลัยเกษตรศาสตร์,224,55,55,16998.0000,14385.5000,15297.3473,696.2216
0127,คณะวิทยาศาสตร์ สาขาวิชาชีวเคมี,มหาวิทยาลัยเกษตรศาสตร์,148,40,40,17050.0000,14568.0000,15395.0770,622.6080
0128,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพรังสี,มหาวิทยาลัยเกษตรศาสตร์,149,50,50,16414.0000,13487.8000,14620.4220,759.2920
0129,คณะวิทยาศาสตร์ สาขาวิชาฟิสิกส์,มหาวิทยาลัยเกษตรศาสตร์,153,45,45,15909.2000,13835.2000,14658.3964,623.4123
0130,คณะวิทยาศาสตร์ สาขาวิชาวิทยาการคอมพิวเตอร์,มหาวิทยาลัยเกษตรศาสตร์,278,60,60,17764.0000,14565.7000,15565.2110,755.8858
0131,คณะวิทยาศาสตร์ สาขาวิชาสถิติ,มหาวิทยาลัยเกษตรศาสตร์,138,50,51,16347.0000,14258.0000,15006.3220,511.9105
0132,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์พื้นพิภพ,มหาวิทยาลัยเกษตรศาสตร์,140,40,40,16946.0000,14691.0000,15428.4370,571.4259
0133,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์นิวเคลียร์,มหาวิทยาลัยเกษตรศาสตร์,149,40,40,16178.0000,13282.6000,14399.8510,669.6602
0134,คณะวิทยาศาสตร์ สาขาวิชาวิทยาการคอมพิวเตอร์ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,169,40,40,15663.4000,13225.9000,13933.6685,515.3566
0135,คณะวิทยาศาสตร์ สาขาวิชาสถิติ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,118,20,19,15303.0000,13478.6000,14152.7120,541.3705
0136,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกชีวสารสนเทศ,มหาวิทยาลัยเกษตรศาสตร์,15,50,5,14213.1000,12211.0000,13019.5600,836.6115
0137,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกทรัพยากรและสิ่งแวดล้อมทางน้ำ,มหาวิทยาลัยเกษตรศาสตร์,6,20,3,14972.0000,12811.6000,14008.9000,1099.0766
