รหัส,คณะ/สาขา,มหาวิทยาลัย,สมัคร,รับ,ผ่าน,สูงสุด,ต่ำสุด,เฉลี่ย,SD
0138,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกเทคนิคการสัตวแพทย์และการพยาบาลสัตว์,มหาวิทยาลัยเกษตรศาสตร์,37,35,19,15696.1000,11288.0000,13281.8737,1068.8111
0139,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกเทคโนโลยีชีวภาพการเกษตร,มหาวิทยาลัยเกษตรศาสตร์,6,30,2,13903.6000,11523.9000,12713.7500,1682.7020
0140,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกเทคโนโลยีการเพาะเลี้ยงสัตว์น้ำ,มหาวิทยาลัยเกษตรศาสตร์,4,20,1,13093.7000,13093.7000,13093.7000,0.0000
0141,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกวิทยาศาสตร์และเทคโนโลยีผลิตภัณฑ์ประมง,มหาวิทยาลัยเกษตรศาสตร์,1,20,0
0142,คณะวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (หลักสูตรนานาชาติ) วิชาเอกอุตสาหกรรมเกษตร,มหาวิทยาลัยเกษตรศาสตร์,12,50,2,13758.2000,10790.3000,12274.2500,2098.6222
0143,คณะวิศวกรรมศาสตร์ กลุ่มวิทยาเขตบางเขน (สาขาวิชาวิศวกรรมการบินและอวกาศ วิศวกรรมคอมพิวเตอร์วิศวกรรมเคมี วิศวกรรมเครื่องกล วิศวกรรมไฟฟ้า วิศวกรรมไฟฟ้าเครื่องกลการผลิต วิศวกรรมโยธาวิศวกรรมโยธา-ทรัพยากรน้ำ วิศวกรรมวัสดุ วิศวกรรมสิ่งแวดล้อม และวิศวกรรมอุตสาหกา,มหาวิทยาลัยเกษตรศาสตร์,350,95,95,20513.5000,18116.7500,18887.7921,562.3291
0144,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมการบินและอวกาศ,มหาวิทยาลัยเกษตรศาสตร์,119,19,19,20333.4000,19315.5000,19710.5158,310.1482
0145,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมคอมพิวเตอร์,มหาวิทยาลัยเกษตรศาสตร์,157,30,30,20521.7000,18883.5000,19677.0873,463.3250
0146,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเคมี,มหาวิทยาลัยเกษตรศาสตร์,136,30,30,20787.0000,19381.7000,19954.5530,346.0031
0147,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเครื่องกล,มหาวิทยาลัยเกษตรศาสตร์,162,22,22,19983.5000,18491.5000,19344.1636,395.5909
0148,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้า,มหาวิทยาลัยเกษตรศาสตร์,198,30,30,20102.0000,18636.5000,19135.0363,321.1992
0149,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต,มหาวิทยาลัยเกษตรศาสตร์,77,12,12,19317.2500,18043.5000,18550.7750,386.8030
0150,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมโยธา,มหาวิทยาลัยเกษตรศาสตร์,169,20,20,19969.7500,18528.0000,19178.6925,480.3449
0151,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมโยธา-ทรัพยากรน้ำ,มหาวิทยาลัยเกษตรศาสตร์,154,30,30,18451.0000,16972.3000,17442.1163,393.0061
0152,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมวัสดุ,มหาวิทยาลัยเกษตรศาสตร์,147,20,20,19115.0500,17580.3000,18113.5675,407.8166
0153,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมสิ่งแวดล้อม,มหาวิทยาลัยเกษตรศาสตร์,91,16,16,18380.1000,16622.7500,17628.1469,546.9500
0154,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมอุตสาหการ,มหาวิทยาลัยเกษตรศาสตร์,165,20,20,20112.0000,18107.5000,18802.2350,637.2375
0155,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมการบินและอวกาศและสาขาวิชาบริหารธุรกิจ (หลักสูตรร่วมนานาชาติ 2 ปริญญา),มหาวิทยาลัยเกษตรศาสตร์,31,5,5,20347.0000,19252.0000,19756.2600,481.7354
0156,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเครื่องกล (หลักสูตรนานาชาติ),มหาวิทยาลัยเกษตรศาสตร์,34,10,10,19528.6500,17090.5000,18042.0600,762.3417
0157,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมซอฟต์แวร์และความรู้ (หลักสูตรนานาชาติ),มหาวิทยาลัยเกษตรศาสตร์,111,12,12,19049.6000,16290.3000,17382.2667,861.6649
0158,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้า (ภาคภาษาอังกฤษ),มหาวิทยาลัยเกษตรศาสตร์,51,5,5,18305.6500,16923.9000,17409.8900,526.6201
0159,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต (หลักสูตรนานาชาติ),มหาวิทยาลัยเกษตรศาสตร์,117,10,10,17509.5500,16037.7000,16711.7480,475.5212
0160,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมสิ่งแวดล้อม (ภาคภาษาอังกฤษ),มหาวิทยาลัยเกษตรศาสตร์,88,7,7,16149.1500,15477.0000,15746.6786,213.6768
0161,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมอุตสาหการ (ภาคภาษาอังกฤษ),มหาวิทยาลัยเกษตรศาสตร์,48,11,11,17988.5000,16152.5000,16997.9955,539.8636
0162,สถาบันสมทบวิทยาลัยการชลประทาน สาขาวิชาวิศวกรรมโยธา-ชลประทาน,มหาวิทยาลัยเกษตรศาสตร์,261,100,100,17741.6500,14553.3500,15540.3774,719.6841
0163,คณะศึกษาศาสตร์ สาขาวิชาการสอนคณิตศาสตร์ (หลักสูตร 5 ปี),มหาวิทยาลัยเกษตรศาสตร์,266,25,25,22108.0000,20868.0000,21297.1920,316.4579
0164,คณะศึกษาศาสตร์ สาขาวิชาการสอนวิทยาศาสตร์ (หลักสูตร 5 ปี),มหาวิทยาลัยเกษตรศาสตร์,126,25,25,19626.0000,17988.2000,18647.7200,528.9332
0165,คณะศึกษาศาสตร์ สาขาวิชาคหกรรมศาสตรศึกษา (หลักสูตร 5 ปี),มหาวิทยาลัยเกษตรศาสตร์,138,25,25,21573.0000,17641.4000,18819.2960,1017.9799
0166,คณะศึกษาศาสตร์ สาขาวิชาธุรกิจและคอมพิวเตอร์ศึกษา (หลักสูตร 5 ปี),มหาวิทยาลัยเกษตรศาสตร์,104,20,20,20154.0000,18321.0000,19089.6900,445.0209
0167,คณะศึกษาศาสตร์ สาขาวิชาสุขศึกษา (หลักสูตร 5 ปี),มหาวิทยาลัยเกษตรศาสตร์,84,20,20,19188.0000,16737.8000,17549.6800,613.3628
0168,คณะศึกษาศาสตร์ สาขาวิชาพลศึกษา (หลักสูตร 5 ปี),มหาวิทยาลัยเกษตรศาสตร์,192,20,20,20266.0000,17594.0000,18406.4900,650.3144
0169,คณะเศรษฐศาสตร์ สาขาวิชาเศรษฐศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,813,110,110,20016.8000,18656.3000,19012.2227,290.4039
0170,คณะเศรษฐศาสตร์ สาขาวิชาเศรษฐศาสตร์เกษตร,มหาวิทยาลัยเกษตรศาสตร์,416,120,120,18925.3000,16155.2000,16894.5527,605.2821
0171,คณะเศรษฐศาสตร์ สาขาวิชาเศรษฐศาสตร์สหกรณ์,มหาวิทยาลัยเกษตรศาสตร์,345,110,110,18679.5800,16288.2000,16958.0638,538.0012
0172,คณะเศรษฐศาสตร์ สาขาวิชาธุรกิจการเกษตร,มหาวิทยาลัยเกษตรศาสตร์,185,50,50,19297.1000,17023.5000,17710.9928,547.8607
0173,คณะเศรษฐศาสตร์ สาขาวิชาเศรษฐศาสตร์ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,727,220,220,18871.6000,16904.8000,17625.8315,486.9857
0174,คณะเศรษฐศาสตร์ สาขาวิชาเศรษฐศาสตร์เกษตร ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,453,100,100,17406.0000,15278.6000,15958.7860,418.0361
0175,คณะเศรษฐศาสตร์ สาขาวิชาเศรษฐศาสตร์สหกรณ์ ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,327,120,120,17678.0000,15015.0000,15871.9720,466.3597
0176,คณะเศรษฐศาสตร์ สาขาวิชาธุรกิจการเกษตร ภาคพิเศษ,มหาวิทยาลัยเกษตรศาสตร์,271,90,90,17282.0000,14936.7000,15793.5909,570.1055
0177,คณะสถาปัตยกรรมศาสตร์ ภาควิชาสถาปัตยกรรม หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต,มหาวิทยาลัยเกษตรศาสตร์,195,53,53,20234.0000,17279.6000,18446.3849,783.2695
0178,คณะสถาปัตยกรรมศาสตร์ ภาควิชาภูมิสถาปัตยกรรม หลักสูตรภูมิสถาปัตยกรรมศาสตรบัณฑิต,มหาวิทยาลัยเกษตรศาสตร์,123,36,36,19951.3000,16750.0000,17900.4583,789.9385
0179,คณะสถาปัตยกรรมศาสตร์ ภาควิชานวัตกรรมอาคาร หลักสูตรวิทยาศาสตรบัณฑิต (สถาปัตยกรรม),มหาวิทยาลัยเกษตรศาสตร์,40,22,22,18930.5400,13930.5000,15814.4536,1310.5761
0180,คณะสัตวแพทยศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,612,82,82,22238.0000,19876.0000,20272.4929,415.3182
0181,คณะเทคนิคการสัตวแพทย์ สาขาวิชาเทคนิคการสัตวแพทย์,มหาวิทยาลัยเกษตรศาสตร์,233,50,50,19304.0000,17260.0000,17880.1880,489.0299
0182,คณะเทคนิคการสัตวแพทย์ สาขาวิชาการพยาบาลสัตว์,มหาวิทยาลัยเกษตรศาสตร์,220,70,70,19413.0000,15924.6000,16768.4234,661.2952
0183,คณะสังคมศาสตร์ สาขาวิชาจิตวิทยา (สาขาจิตวิทยาอุตสาหกรรมและองค์การ),มหาวิทยาลัยเกษตรศาสตร์,166,20,20,16952.4000,16182.0000,16518.1900,248.0641
0184,คณะสังคมศาสตร์ สาขาวิชาจิตวิทยา (สาขาจิตวิทยาคลินิก),มหาวิทยาลัยเกษตรศาสตร์,292,20,20,18474.0000,16474.0000,17122.4550,546.9787
0185,คณะสังคมศาสตร์ สาขาวิชาจิตวิทยา (สาขาจิตวิทยาพัฒนาการ),มหาวิทยาลัยเกษตรศาสตร์,172,20,20,16497.0000,15318.0000,15869.7400,385.3442
0186,คณะสังคมศาสตร์ สาขาวิชาจิตวิทยา (สาขาจิตวิทยาชุมชน),มหาวิทยาลัยเกษตรศาสตร์,235,20,20,16218.4400,15291.5000,15645.7620,266.3195
0187,คณะสังคมศาสตร์ สาขาวิชาภูมิศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,162,45,45,15308.0000,13297.6000,14082.4569,584.7863
0188,คณะสังคมศาสตร์ สาขาวิชาประวัติศาสตร์ เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,45,30,4,18368.0000,17299.5000,17710.2167,640.2169
0189,คณะสังคมศาสตร์ สาขาวิชาประวัติศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,50,0,4,17823.0000,17592.0000
0190,คณะสังคมศาสตร์ สาขาวิชาประวัติศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,16,0,2,17981.7000,17875.2000
0191,คณะสังคมศาสตร์ สาขาวิชาประวัติศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,55,0,6,18291.3000,17034.6000
0192,คณะสังคมศาสตร์ สาขาวิชาประวัติศาสตร์ เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,67,0,7,18615.3000,17127.0000
0193,คณะสังคมศาสตร์ สาขาวิชาประวัติศาสตร์ เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,5,0,0
0194,คณะสังคมศาสตร์ สาขาวิชาประวัติศาสตร์ เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยเกษตรศาสตร์,70,0,7,20343.0000,17127.0000
0195,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,84,20,5,19063.5000,18331.0000,18393.8150,376.9187
0196,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,54,0,7,18513.3000,17877.0000
0197,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,16,0,0
0198,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,28,0,5,18942.0000,17889.6000
0199,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,42,0,3,18732.6000,18162.0000
0200,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,3,0,0
0201,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,58,30,10,19107.0000,17837.0000,18411.1347,424.4271
0202,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,50,0,7,19020.0000,17838.0000
0203,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,18,0,0
0204,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,24,0,4,19029.0000,17827.5000
0205,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,62,0,8,18819.0000,18006.0000
0206,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,2,0,1,18366.0000,18366.0000
0207,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,34,20,3,18483.0000,18039.6000,18537.5300,871.8375
0208,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,48,0,6,18300.0000,17955.6000
0209,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,14,0,1,20573.1000,20573.1000
0210,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,16,0,4,20559.6000,18102.9000
0211,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,27,0,6,18573.6000,17890.5000
0212,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,2,0,0
0213,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,54,20,6,19511.0000,19165.3000,19816.1650,656.3345
0214,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,56,0,6,20301.0000,19134.3000
0215,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,20,0,2,20313.0000,19488.0000
0216,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,44,0,5,21357.0000,20076.6000
0217,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,57,0,1,19101.0000,19101.0000
0218,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,2,0,0
0219,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,240,20,20,19436.0000,18716.0000,19005.8850,199.9197
0220,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,68,20,5,19194.0000,18738.0000,19132.2450,349.6123
0221,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,37,0,4,19458.6000,19065.0000
0222,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,37,0,7,19888.8000,18750.0000
0223,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,57,0,3,19623.0000,18618.0000
0224,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,1,0,0
0225,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยเกษตรศาสตร์,39,0,1,18924.0000,18924.0000
0226,คณะสังคมศาสตร์ สาขาวิชาสังคมวิทยาและมานุษยวิทยา,มหาวิทยาลัยเกษตรศาสตร์,421,50,50,17797.0000,16521.5000,16975.3600,306.2525
0227,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) ภาคพิเศษ เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,44,30,4,17190.0000,16612.0000,17210.0867,521.3081
0228,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) ภาคพิเศษ เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,47,0,10,17880.3000,16656.0000
0229,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) ภาคพิเศษ เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,23,0,7,18801.0000,16615.5000
0230,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) ภาคพิเศษ เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,17,0,4,17877.3000,16575.3000
0231,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) ภาคพิเศษ เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,36,0,5,17467.5000,16587.6000
0232,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (การปกครอง) ภาคพิเศษ เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,3,0,0
0233,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) ภาคพิเศษ เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,83,50,10,17662.6000,16838.6000,17221.8084,325.5273
0234,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) ภาคพิเศษ เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,111,0,9,17265.9000,16776.3000
0235,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) ภาคพิเศษ เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,60,0,6,17571.0000,16803.0000
0236,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) ภาคพิเศษ เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,63,0,8,17844.0000,16806.3000
0237,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) ภาคพิเศษ เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,109,0,16,18099.0000,16789.5000
0238,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (รัฐประศาสนศาสตร์) ภาคพิเศษ เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,5,0,1,17364.0000,17364.0000
0239,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) ภาคพิเศษ เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,59,30,5,17574.9000,16793.6000,17123.3567,320.3510
0240,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) ภาคพิเศษ เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,84,0,8,17881.5000,16771.8000
0241,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) ภาคพิเศษ เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,36,0,2,17121.0000,16938.6000
0242,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) ภาคพิเศษ เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,46,0,6,17319.0000,16756.2000
0243,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) ภาคพิเศษ เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,70,0,9,17592.3000,16734.9000
0244,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (บริหารงานยุติธรรมและความปลอดภัย) ภาคพิเศษ เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,2,0,0
0245,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) ภาคพิเศษ เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,31,30,2,17974.0000,17679.0000,18236.8233,431.6854
0246,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) ภาคพิเศษ เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,51,0,7,19065.0000,17697.0000
0247,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) ภาคพิเศษ เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,17,0,1,18366.0000,18366.0000
0248,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) ภาคพิเศษ เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,29,0,13,19251.0000,17823.3000
0249,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) ภาคพิเศษ เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,38,0,7,18380.4000,17673.0000
0250,คณะสังคมศาสตร์ สาขาวิชารัฐศาสตร์ (ความสัมพันธ์ระหว่างประเทศ) ภาคพิเศษ เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,1,0,0
0251,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ ภาคพิเศษ เลือกสอบวิชาคณิตศาสตร์,มหาวิทยาลัยเกษตรศาสตร์,307,60,60,18991.0000,16791.0000,17515.8217,530.5121
0252,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ ภาคพิเศษ เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยเกษตรศาสตร์,53,20,6,18585.3000,17565.0000,17887.5000,355.6425
0253,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ ภาคพิเศษ เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยเกษตรศาสตร์,18,0,3,18474.0000,17481.0000
0254,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ ภาคพิเศษ เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยเกษตรศาสตร์,18,0,3,17970.3000,17533.2000
0255,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ ภาคพิเศษ เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยเกษตรศาสตร์,34,0,6,18369.0000,17473.8000
0256,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ ภาคพิเศษ เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยเกษตรศาสตร์,0,0,0
0257,คณะสังคมศาสตร์ สาขาวิชานิติศาสตร์ ภาคพิเศษ เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยเกษตรศาสตร์,31,0,2,17955.6000,17583.9000
